Date (UTC),Type Source,Stage
1996-07-03 15:00:00,RV,7.87
1996-07-04 15:00:00,RV,7.98
1996-07-05 15:00:00,RV,8.08
1996-07-06 15:00:00,RV,8.13
1996-07-07 15:00:00,RV,8.13
1996-07-08 15:00:00,RV,8.08
1996-07-09 15:00:00,RV,8.13
1996-07-10 15:00:00,RV,8.16
1996-07-11 15:00:00,RV,8.17
1996-07-12 15:00:00,RV,8.22
1996-07-13 15:00:00,RV,8.29
1996-07-14 15:00:00,RV,8.44
1996-07-15 15:00:00,RV,8.47
1996-07-16 15:00:00,RV,8.58
1996-07-17 15:00:00,RV,8.64
1996-07-18 15:00:00,RV,8.7
1996-07-19 15:00:00,RV,8.86
1996-07-20 15:00:00,RV,8.9
1996-07-21 15:00:00,RV,8.99
1996-07-22 15:00:00,RV,8.89
1996-07-23 15:00:00,RV,8.9
1996-07-24 15:00:00,RV,8.91
1996-07-25 15:00:00,RV,8.92
1996-07-26 15:00:00,RV,8.9
1996-07-27 15:00:00,RV,8.88
1996-07-28 15:00:00,RV,8.9
1996-07-29 15:00:00,RV,8.97
1996-07-30 15:00:00,RV,9.12
1996-07-31 15:00:00,RV,9.08
1996-08-01 15:00:00,RV,9.1
1996-08-02 15:00:00,RV,9.23
1996-08-03 15:00:00,RV,9.28
1996-08-04 15:00:00,RV,9.35
1996-08-05 15:00:00,RV,9.59
1996-08-06 15:00:00,RV,10.05
1996-08-07 15:00:00,RV,10.36
1996-08-08 15:00:00,RV,10.42
1996-08-09 15:00:00,RV,10.29
1996-08-10 15:00:00,RV,10.15
1996-08-11 15:00:00,RV,9.95
1996-08-12 15:00:00,RV,9.67
1996-08-13 15:00:00,RV,9.54
1996-08-14 15:00:00,RV,9.35
1996-08-15 15:00:00,RV,9.19
1996-08-16 15:00:00,RV,9.05
1996-08-17 15:00:00,RV,8.97
1996-08-17 23:00:00,RV,8.94
1996-08-18 15:00:00,RV,8.8
1996-08-20 15:00:00,RV,8.58
1996-08-21 15:00:00,RV,8.5
1996-08-22 15:00:00,RV,8.45
1996-08-23 15:00:00,RV,8.42
1996-08-24 15:00:00,RV,8.4
1996-08-25 15:00:00,RV,8.38
1996-08-26 15:00:00,RV,8.36
1996-08-27 15:00:00,RV,8.29
1996-08-28 15:00:00,RV,8.22
1996-08-29 15:00:00,RV,8.16
1996-08-30 15:00:00,RV,8.08
1996-08-31 17:00:00,RV,7.98
1996-09-01 15:00:00,RV,7.86
1996-09-02 15:00:00,RV,7.72
1996-09-03 15:00:00,RV,7.69
1996-09-04 15:00:00,RV,7.56
1996-09-05 15:00:00,RV,7.43
1996-09-06 15:00:00,RV,7.42
1996-09-07 15:00:00,RV,7.35
1996-09-08 15:00:00,RV,7.2
1996-09-09 15:00:00,RV,7.08
1996-09-10 15:00:00,RV,6.98
1996-09-11 15:00:00,RV,6.82
1996-09-12 15:00:00,RV,6.75
1996-09-13 15:00:00,RV,6.73
1996-09-14 15:00:00,RV,6.69
1996-09-15 15:00:00,RV,6.68
1996-09-16 15:00:00,RV,6.65
1996-09-17 15:00:00,RV,6.74
1996-09-18 15:00:00,RV,7.24
1996-09-19 15:00:00,RV,7.39
1996-09-20 15:00:00,RV,7.45
1996-09-21 15:00:00,RV,7.49
1996-09-22 15:00:00,RV,7.43
1996-09-23 15:00:00,RV,7.33
1996-09-24 15:00:00,RV,7.23
1996-09-25 15:00:00,RV,7.13
1996-09-26 15:00:00,RV,7.06
1996-09-27 15:00:00,RV,6.85
1996-09-28 15:00:00,RV,6.71
1996-09-29 15:00:00,RV,6.52
1996-09-30 15:00:00,RV,6.44
1996-10-01 15:00:00,RV,6.31
1996-10-02 15:00:00,RV,6.18
1996-10-03 15:00:00,RV,6.04
1996-10-05 15:00:00,RV,5.85
1996-10-06 15:00:00,RV,5.72
1996-10-07 15:00:00,RV,5.6
1996-10-08 15:00:00,RV,5.53
1996-10-09 15:00:00,RV,5.43
1996-10-10 15:00:00,RV,5.36
1996-10-11 15:00:00,RV,5.31
1996-10-12 15:00:00,RV,5.26
1996-10-13 15:00:00,RV,5.16
1996-10-14 15:00:00,RV,5.1
1996-10-15 15:00:00,RV,5.1
1996-10-16 15:00:00,RV,5.07
1996-10-17 15:00:00,RV,4.95
1996-10-18 15:00:00,RV,4.87
1996-10-19 15:00:00,RV,4.84
1996-10-20 15:00:00,RV,4.82
1996-10-21 15:00:00,RV,4.78
1997-05-05 15:00:00,RV,4.71
1997-05-12 15:00:00,RV,4.73
1997-05-15 15:00:00,RV,4.72
1997-05-16 15:00:00,RV,4.74
1997-05-17 15:00:00,RV,4.76
1997-05-18 15:00:00,RV,4.78
1997-05-20 15:00:00,RV,4.76
1997-05-21 15:00:00,RV,4.78
1997-05-22 15:00:00,RV,4.95
1997-05-23 15:00:00,RV,5.16
1997-05-24 15:00:00,RV,5.29
1997-05-25 15:00:00,RV,5.34
1997-05-26 15:00:00,RV,5.46
1997-05-27 15:00:00,RV,5.51
1997-05-28 15:00:00,RV,5.59
1997-05-29 15:00:00,RV,5.74
1997-05-30 15:00:00,RV,5.91
1997-05-31 15:00:00,RV,5.97
1997-06-01 15:00:00,RV,6.15
1997-06-02 15:00:00,RV,6.23
1997-06-03 15:00:00,RV,6.21
1997-06-04 15:00:00,RV,6.25
1997-06-05 15:00:00,RV,6.39
1997-06-06 15:00:00,RV,6.6
1997-06-07 15:00:00,RV,6.69
1997-06-08 15:00:00,RV,6.81
1997-06-09 15:00:00,RV,6.89
1997-06-10 15:00:00,RV,7.09
1997-06-11 15:00:00,RV,7.15
1997-06-12 15:00:00,RV,7.21
1997-06-13 15:00:00,RV,7.27
1997-06-14 15:00:00,RV,7.38
1997-06-15 15:00:00,RV,7.41
1997-06-16 15:00:00,RV,7.39
1997-06-17 15:00:00,RV,7.38
1997-06-18 15:00:00,RV,7.35
1997-06-19 15:00:00,RV,7.37
1997-06-20 15:00:00,RV,7.41
1997-06-21 15:00:00,RV,7.38
1997-06-22 15:00:00,RV,7.38
1997-06-23 15:00:00,RV,7.47
1997-06-24 15:00:00,RV,7.6
1997-06-25 15:00:00,RV,7.74
1997-06-26 15:00:00,RV,7.89
1997-06-27 15:00:00,RV,8.13
1997-06-28 15:00:00,RV,8.32
1997-06-29 15:00:00,RV,8.61
1997-06-30 15:00:00,RV,8.89
1997-07-01 15:00:00,RV,9.12
1997-07-02 15:00:00,RV,9.28
1997-07-03 15:00:00,RV,9.38
1997-07-04 15:00:00,RV,9.48
1997-07-05 15:00:00,RV,9.64
1997-07-06 15:00:00,RV,9.71
1997-07-07 15:00:00,RV,9.72
1997-07-08 15:00:00,RV,9.69
1997-07-09 15:00:00,RV,9.7
1997-07-10 15:00:00,RV,9.64
1997-07-11 15:00:00,RV,9.76
1997-07-12 15:00:00,RV,9.74
1997-07-13 15:00:00,RV,9.78
1997-07-14 15:00:00,RV,9.86
1997-07-15 15:00:00,RV,9.85
1997-07-16 15:00:00,RV,9.81
1997-07-17 15:00:00,RV,9.75
1997-07-18 15:00:00,RV,9.76
1997-07-19 15:00:00,RV,9.6
1997-07-20 15:00:00,RV,9.49
1997-07-21 15:00:00,RV,9.38
1997-07-22 15:00:00,RV,9.35
1997-07-23 15:00:00,RV,9.28
1997-07-24 15:00:00,RV,9.18
1997-07-25 15:00:00,RV,9.11
1997-07-26 15:00:00,RV,9.18
1997-07-27 15:00:00,RV,9.23
1997-07-28 15:00:00,RV,9.25
1997-07-29 15:00:00,RV,9.28
1997-07-30 15:00:00,RV,9.32
1997-07-31 15:00:00,RV,9.36
1997-08-01 15:00:00,RV,9.41
1997-08-02 15:00:00,RV,9.39
1997-08-03 15:00:00,RV,9.35
1997-08-04 15:00:00,RV,9.32
1997-08-06 15:00:00,RV,9.32
1997-08-07 15:00:00,RV,9.24
1997-08-08 15:00:00,RV,9.16
1997-08-09 15:00:00,RV,9.17
1997-08-10 15:00:00,RV,9.3
1997-08-11 15:00:00,RV,9.38
1997-08-12 15:00:00,RV,9.64
1997-08-13 15:00:00,RV,10.04
1997-08-14 15:00:00,RV,10.28
1997-08-15 15:00:00,RV,10.34
1997-08-16 15:00:00,RV,10.26
1997-08-17 15:00:00,RV,10.16
1997-08-18 15:00:00,RV,9.82
1997-08-19 15:00:00,RV,9.51
1997-08-20 15:00:00,RV,9.36
1997-08-21 15:00:00,RV,9.23
1997-08-22 15:00:00,RV,9.21
1997-08-23 15:00:00,RV,9.14
1997-08-24 15:00:00,RV,8.99
1997-08-25 15:00:00,RV,8.87
1997-08-26 15:00:00,RV,8.9
1997-08-27 15:00:00,RV,8.9
1997-08-28 15:00:00,RV,8.85
1997-08-29 15:00:00,RV,8.77
1997-08-30 15:00:00,RV,8.74
1997-08-31 15:00:00,RV,8.85
1997-09-01 15:00:00,RV,8.94
1997-09-02 15:00:00,RV,8.87
1997-09-03 15:00:00,RV,8.8
1997-09-04 15:00:00,RV,8.65
1997-09-05 15:00:00,RV,8.57
1997-09-06 15:00:00,RV,8.54
1997-09-07 15:00:00,RV,8.46
1997-09-08 15:00:00,RV,8.94
1997-09-09 15:00:00,RV,9.17
1997-09-10 15:00:00,RV,9.5
1997-09-11 13:00:00,RV,9.65
1997-09-12 15:00:00,RV,9.92
1997-09-13 15:00:00,RV,9.91
1997-09-14 15:00:00,RV,9.77
1997-09-15 15:00:00,RV,9.55
1997-09-16 15:00:00,RV,9.35
1997-09-17 15:00:00,RV,9.08
1997-09-18 15:00:00,RV,8.91
1997-09-19 15:00:00,RV,8.61
1997-09-20 15:00:00,RV,8.38
1997-09-21 15:00:00,RV,8.23
1997-09-22 15:00:00,RV,8.06
1997-09-23 15:00:00,RV,8.5
1997-09-24 15:00:00,RV,8.94
1997-09-25 15:00:00,RV,9.54
1997-09-26 15:00:00,RV,9.81
1997-09-27 15:00:00,RV,10.13
1997-09-28 15:00:00,RV,10.2
1997-09-29 15:00:00,RV,10.04
1997-09-30 15:00:00,RV,9.74
1997-09-30 20:00:00,RV,9.69
1997-10-01 03:00:00,RV,9.63
1997-10-01 15:00:00,RV,9.46
1997-10-02 15:00:00,RV,9.15
1997-10-03 15:00:00,RV,8.83
1997-10-04 15:00:00,RV,8.4
1997-10-05 15:00:00,RV,8.13
1997-10-06 15:00:00,RV,7.85
1997-10-07 15:00:00,RV,7.57
1997-10-08 15:00:00,RV,7.19
1997-10-09 15:00:00,RV,6.91
1997-10-10 15:00:00,RV,6.73
1997-10-11 15:00:00,RV,6.58
1997-10-12 15:00:00,RV,6.4
1997-10-13 15:00:00,RV,6.31
1997-10-14 15:00:00,RV,6.14
1997-10-15 15:00:00,RV,6.11
1997-10-16 15:00:00,RV,6.07
1997-10-17 15:00:00,RV,6.09
1997-10-18 15:00:00,RV,6.08
1997-10-19 15:00:00,RV,6.22
1997-10-20 00:00:00,RV,6.31
1997-10-20 15:00:00,RV,6.57
1997-10-21 00:00:00,RV,6.68
1997-10-21 15:00:00,RV,6.94
1997-10-22 00:00:00,RV,7.23
1997-10-22 15:00:00,RV,7.68
1997-10-23 00:00:00,RV,7.98
1997-10-23 03:00:00,RV,8.05
1997-10-23 07:00:00,RV,8.15
1997-10-23 15:00:00,RV,8.48
1997-10-23 19:00:00,RV,8.59
1997-10-23 20:00:00,RV,8.61
1997-10-24 00:00:00,RV,8.75
1997-10-24 02:00:00,RV,8.88
1997-10-24 04:00:00,RV,8.94
1997-10-24 06:00:00,RV,9.02
1997-10-24 15:00:00,RV,9.27
1997-10-24 23:00:00,RV,9.26
1997-10-25 00:00:00,RV,9.26
1997-10-25 03:00:00,RV,9.18
1997-10-25 06:00:00,RV,9.13
1997-10-25 15:00:00,RV,8.79
1997-10-26 01:00:00,RV,8.59
1997-10-26 15:00:00,RV,8.14
1997-10-27 15:00:00,RV,7.57
1997-10-28 15:00:00,RV,6.97
1997-10-29 15:00:00,RV,6.61
1997-10-30 15:00:00,RV,6.31
1997-10-31 15:00:00,RV,6
1997-11-01 15:00:00,RV,5.83
1997-11-02 15:00:00,RV,5.65
1997-11-03 15:00:00,RV,5.39
1997-11-04 15:00:00,RV,5.31
1997-11-05 15:00:00,RV,5.23
1997-11-06 15:00:00,RV,5.07
1997-11-07 15:00:00,RV,5.03
1997-11-08 15:00:00,RV,5.03
1997-11-09 15:00:00,RV,5.17
1997-11-10 15:00:00,RV,5.84
1997-11-11 15:00:00,RV,5.68
1997-11-12 15:00:00,RV,5.58
1997-11-13 15:00:00,RV,5.48
1997-11-15 15:00:00,RV,5.46
1997-11-16 15:00:00,RV,5.48
1997-11-17 15:00:00,RV,5.5
1997-11-18 15:00:00,RV,5.48
1997-11-19 15:00:00,RV,5.41
1997-11-20 15:00:00,RV,5.4
1997-11-21 15:00:00,RV,5.39
1997-11-22 15:00:00,RV,5.38
1997-11-23 15:00:00,RV,5.36
1997-11-24 15:00:00,RV,5.16
1998-05-01 15:00:00,RV,4.77
1998-05-02 15:00:00,RV,4.78
1998-05-03 15:00:00,RV,4.77
1998-05-04 15:00:00,RV,4.77
1998-05-05 15:00:00,RV,4.78
1998-05-06 15:00:00,RV,4.78
1998-05-07 15:00:00,RV,4.78
1998-05-08 15:00:00,RV,4.78
1998-05-09 15:00:00,RV,4.78
1998-05-10 15:00:00,RV,4.78
1998-05-11 15:00:00,RV,4.78
1998-05-12 15:00:00,RV,4.8
1998-05-13 15:00:00,RV,4.8
1998-05-14 15:00:00,RV,4.8
1998-05-15 15:00:00,RV,4.8
1998-05-16 15:00:00,RV,4.81
1998-05-17 15:00:00,RV,4.82
1998-05-18 15:00:00,RV,4.88
1998-05-19 15:00:00,RV,4.89
1998-05-20 15:00:00,RV,4.98
1998-05-21 15:00:00,RV,5.04
1998-05-22 15:00:00,RV,5.1
1998-05-23 15:00:00,RV,5.11
1998-05-24 15:00:00,RV,5.16
1998-05-25 15:00:00,RV,5.25
1998-05-26 15:00:00,RV,5.34
1998-05-27 15:00:00,RV,5.42
1998-05-28 15:00:00,RV,5.57
1998-05-29 15:00:00,RV,5.76
1998-05-30 15:00:00,RV,6.01
1998-05-31 15:00:00,RV,6.4
1998-06-01 15:00:00,RV,6.48
1998-06-02 15:00:00,RV,6.57
1998-06-03 15:00:00,RV,6.7
1998-06-04 15:00:00,RV,6.93
1998-06-05 15:00:00,RV,7.33
1998-06-06 15:00:00,RV,7.63
1998-06-07 15:00:00,RV,7.92
1998-06-08 15:00:00,RV,8.29
1998-06-09 15:00:00,RV,8.85
1998-06-10 15:00:00,RV,8.96
1998-06-11 15:00:00,RV,9.06
1998-06-12 15:00:00,RV,9.18
1998-06-13 15:00:00,RV,9.24
1998-06-14 15:00:00,RV,9.24
1998-06-15 15:00:00,RV,9.21
1998-06-16 15:00:00,RV,9.15
1998-06-17 15:00:00,RV,9.19
1998-06-18 15:00:00,RV,9.17
1998-06-19 15:00:00,RV,9.2
1998-06-20 15:00:00,RV,9.25
1998-06-21 15:00:00,RV,9.24
1998-06-22 15:00:00,RV,9.12
1998-06-23 15:00:00,RV,9.01
1998-06-24 15:00:00,RV,8.96
1998-06-25 15:00:00,RV,9.01
1998-06-26 15:00:00,RV,9.09
1998-06-27 15:00:00,RV,9.14
1998-06-28 15:00:00,RV,9.24
1998-06-29 15:00:00,RV,9.31
1998-06-30 15:00:00,RV,9.34
1998-07-01 15:00:00,RV,9.39
1998-07-02 15:00:00,RV,9.66
1998-07-03 15:00:00,RV,9.83
1998-07-04 15:00:00,RV,10.01
1998-07-05 15:00:00,RV,10.21
1998-07-06 15:00:00,RV,10.51
1998-07-07 15:00:00,RV,10.58
1998-07-08 15:00:00,RV,10.61
1998-07-09 15:00:00,RV,10.62
1998-07-10 15:00:00,RV,10.6
1998-07-11 15:00:00,RV,10.58
1998-07-12 15:00:00,RV,10.56
1998-07-13 15:00:00,RV,10.45
1998-07-14 15:00:00,RV,10.26
1998-07-15 15:00:00,RV,10.24
1998-07-16 15:00:00,RV,10.18
1998-07-17 15:00:00,RV,10.12
1998-07-18 15:00:00,RV,9.95
1998-07-19 15:00:00,RV,9.86
1998-07-20 15:00:00,RV,9.69
1998-07-21 15:00:00,RV,9.65
1998-07-22 15:00:00,RV,9.74
1998-07-23 15:00:00,RV,9.77
1998-07-24 15:00:00,RV,9.81
1998-07-25 15:00:00,RV,9.92
1998-07-26 15:00:00,RV,10.03
1998-07-27 15:00:00,RV,10.05
1998-07-28 15:00:00,RV,10
1998-07-29 15:00:00,RV,9.9
1998-07-30 15:00:00,RV,9.79
1998-07-31 15:00:00,RV,9.68
1998-08-01 15:00:00,RV,9.55
1998-08-02 15:00:00,RV,9.56
1998-08-03 15:00:00,RV,9.54
1998-08-04 15:00:00,RV,9.39
1998-08-05 15:00:00,RV,9.35
1998-08-06 15:00:00,RV,9.48
1998-08-07 15:00:00,RV,9.42
1998-08-08 15:00:00,RV,9.52
1998-08-09 15:00:00,RV,9.35
1998-08-10 15:00:00,RV,9.2
1998-08-11 15:00:00,RV,9.07
1998-08-12 15:00:00,RV,8.92
1998-08-13 15:00:00,RV,8.71
1998-08-15 15:00:00,RV,8.45
1998-08-16 15:00:00,RV,8.39
1998-08-17 15:00:00,RV,8.39
1998-08-18 15:00:00,RV,8.29
1998-08-19 15:00:00,RV,8.19
1998-08-20 15:00:00,RV,8.12
1998-08-21 15:00:00,RV,8.12
1998-08-22 15:00:00,RV,8.15
1998-08-23 15:00:00,RV,8.14
1998-08-24 15:00:00,RV,8.17
1998-08-25 15:00:00,RV,8.19
1998-08-26 15:00:00,RV,8.16
1998-08-27 15:00:00,RV,8.11
1998-08-28 15:00:00,RV,7.99
1998-08-29 15:00:00,RV,7.86
1998-08-30 15:00:00,RV,7.81
1998-08-31 15:00:00,RV,7.7
1998-09-01 15:00:00,RV,8.07
1998-09-02 15:00:00,RV,8.58
1998-09-03 15:00:00,RV,8.58
1998-09-04 15:00:00,RV,8.7
1998-09-05 15:00:00,RV,8.72
1998-09-06 15:00:00,RV,8.69
1998-09-07 15:00:00,RV,8.58
1998-09-08 15:00:00,RV,8.49
1998-09-09 15:00:00,RV,8.38
1998-09-10 15:00:00,RV,8.17
1998-09-11 15:00:00,RV,7.96
1998-09-12 15:00:00,RV,7.85
1998-09-13 15:00:00,RV,7.74
1998-09-14 15:00:00,RV,7.54
1998-09-15 15:00:00,RV,7.42
1998-09-16 15:00:00,RV,7.29
1998-09-17 15:00:00,RV,7.12
1998-09-18 15:00:00,RV,7
1998-09-19 15:00:00,RV,6.99
1998-09-20 15:00:00,RV,7.39
1998-09-21 15:00:00,RV,7.47
1998-09-22 15:00:00,RV,7.6
1998-09-23 15:00:00,RV,7.8
1998-09-24 15:00:00,RV,7.76
1998-09-25 15:00:00,RV,7.76
1998-09-26 15:00:00,RV,7.79
1998-09-27 15:00:00,RV,7.7
1998-09-28 15:00:00,RV,7.56
1998-09-29 15:00:00,RV,7.46
1998-09-30 15:00:00,RV,7.32
1998-10-01 15:00:00,RV,7.17
1998-10-02 15:00:00,RV,7.01
1998-10-03 15:00:00,RV,6.84
1998-10-04 15:00:00,RV,6.74
1998-10-05 15:00:00,RV,6.67
1998-10-06 15:00:00,RV,6.58
1998-10-07 15:00:00,RV,6.54
1998-10-08 15:00:00,RV,6.53
1998-10-09 15:00:00,RV,6.54
1998-10-10 15:00:00,RV,6.6
1998-10-11 15:00:00,RV,6.85
1998-10-12 15:00:00,RV,7.23
1998-10-13 15:00:00,RV,7.4
1998-10-14 15:00:00,RV,7.43
1998-10-15 15:00:00,RV,7.36
1998-10-16 15:00:00,RV,7.36
1998-10-17 15:00:00,RV,7.15
1998-10-18 15:00:00,RV,6.93
1998-10-19 15:00:00,RV,6.81
1998-10-20 15:00:00,RV,6.6
1998-10-21 15:00:00,RV,6.5
1998-10-22 15:00:00,RV,6.28
1998-10-23 15:00:00,RV,6.12
1998-10-24 15:00:00,RV,6.13
1998-10-25 17:00:00,RV,6.43
1998-10-26 15:00:00,RV,6.26
1998-10-27 15:00:00,RV,6.21
1998-10-28 15:00:00,RV,6.14
1998-10-29 15:00:00,RV,6.06
1998-10-30 15:00:00,RV,6.06
1998-10-31 15:00:00,RV,6.04
1998-11-01 15:00:00,RV,6
1998-11-02 15:00:00,RV,5.96
1998-11-03 15:00:00,RV,5.88
1998-11-04 15:00:00,RV,5.87
1998-11-05 15:00:00,RV,5.76
1998-11-06 15:00:00,RV,5.67
1998-11-07 15:00:00,RV,5.55
1998-11-09 15:00:00,RV,5.43
1998-11-10 15:00:00,RV,5.38
1998-11-11 15:00:00,RV,5.34
1998-11-12 15:00:00,RV,5.3
1998-11-13 15:00:00,RV,5.28
1998-11-14 15:00:00,RV,5.15
1998-11-15 15:00:00,RV,5.04
1998-11-16 15:00:00,RV,4.97
1998-11-17 15:00:00,RV,4.89
1999-05-10 15:00:00,RV,4.71
1999-05-13 15:00:00,RV,4.71
1999-05-16 15:00:00,RV,4.68
1999-05-18 15:00:00,RV,4.7
1999-05-19 15:00:00,RV,4.71
1999-05-20 15:00:00,RV,4.76
1999-05-21 15:00:00,RV,4.87
1999-05-22 15:00:00,RV,5.01
1999-05-23 15:00:00,RV,5.29
1999-05-24 15:00:00,RV,5.37
1999-05-25 15:00:00,RV,5.46
1999-05-26 15:00:00,RV,5.54
1999-05-27 15:00:00,RV,5.77
1999-05-28 15:00:00,RV,5.82
1999-05-29 15:00:00,RV,5.91
1999-05-30 15:00:00,RV,5.95
1999-05-31 15:00:00,RV,5.97
1999-06-01 15:00:00,RV,5.99
1999-06-02 15:00:00,RV,6.04
1999-06-03 15:00:00,RV,6.14
1999-06-04 15:00:00,RV,6.12
1999-06-05 15:00:00,RV,6.17
1999-06-06 15:00:00,RV,6.3
1999-06-07 15:00:00,RV,6.46
1999-06-08 15:00:00,RV,6.56
1999-06-09 15:00:00,RV,6.73
1999-06-10 15:00:00,RV,7.04
1999-06-11 15:00:00,RV,7.23
1999-06-12 15:00:00,RV,7.3
1999-06-13 15:00:00,RV,7.37
1999-06-14 15:00:00,RV,7.57
1999-06-15 15:00:00,RV,7.8
1999-06-16 15:00:00,RV,8.02
1999-06-17 15:00:00,RV,8.31
1999-06-18 15:00:00,RV,8.53
1999-06-19 15:00:00,RV,8.69
1999-06-20 15:00:00,RV,8.88
1999-06-21 15:00:00,RV,8.94
1999-06-22 15:00:00,RV,8.96
1999-06-23 15:00:00,RV,8.95
1999-06-24 15:00:00,RV,8.94
1999-06-25 15:00:00,RV,8.93
1999-06-26 15:00:00,RV,8.89
1999-06-27 15:00:00,RV,8.85
1999-06-28 15:00:00,RV,8.82
1999-06-29 15:00:00,RV,8.76
1999-06-30 15:00:00,RV,8.67
1999-07-01 15:00:00,RV,8.64
1999-07-02 15:00:00,RV,8.68
1999-07-03 15:00:00,RV,8.76
1999-07-04 15:00:00,RV,8.96
1999-07-05 15:00:00,RV,9.15
1999-07-06 15:00:00,RV,9.29
1999-07-07 15:00:00,RV,9.44
1999-07-08 15:00:00,RV,9.59
1999-07-09 15:00:00,RV,9.75
1999-07-10 15:00:00,RV,9.76
1999-07-11 15:00:00,RV,9.81
1999-07-12 15:00:00,RV,9.8
1999-07-13 15:00:00,RV,9.78
1999-07-14 15:00:00,RV,9.72
1999-07-15 15:00:00,RV,9.84
1999-07-16 15:00:00,RV,9.85
1999-07-17 15:00:00,RV,9.84
1999-07-18 15:00:00,RV,9.69
1999-07-19 15:00:00,RV,9.73
1999-07-20 15:00:00,RV,9.61
1999-07-21 15:00:00,RV,9.58
1999-07-22 15:00:00,RV,9.53
1999-07-23 15:00:00,RV,9.41
1999-07-24 15:00:00,RV,9.27
1999-07-25 15:00:00,RV,9.31
1999-07-26 15:00:00,RV,9.35
1999-07-27 15:00:00,RV,9.32
1999-07-28 15:00:00,RV,9.26
1999-07-29 15:00:00,RV,9.18
1999-07-30 15:00:00,RV,9.26
1999-07-31 15:00:00,RV,9.35
1999-08-01 15:00:00,RV,9.37
1999-08-02 15:00:00,RV,9.36
1999-08-03 15:00:00,RV,9.46
1999-08-04 15:00:00,RV,9.67
1999-08-05 15:00:00,RV,9.8
1999-08-07 15:00:00,RV,10.17
1999-08-08 15:00:00,RV,10.25
1999-08-09 15:00:00,RV,10.16
1999-08-10 15:00:00,RV,10.08
1999-08-11 15:00:00,RV,9.95
1999-08-12 15:00:00,RV,9.77
1999-08-13 15:00:00,RV,9.93
1999-08-14 15:00:00,RV,9.87
1999-08-15 15:00:00,RV,9.7
1999-08-16 15:00:00,RV,9.68
1999-08-17 15:00:00,RV,9.52
1999-08-18 15:00:00,RV,9.39
1999-08-19 15:00:00,RV,9.33
1999-08-20 15:00:00,RV,9.25
1999-08-21 15:00:00,RV,9.23
1999-08-22 15:00:00,RV,9.2
1999-08-23 15:00:00,RV,9.16
1999-08-24 15:00:00,RV,9.15
1999-08-25 15:00:00,RV,9.11
1999-08-26 15:00:00,RV,9.04
1999-08-27 15:00:00,RV,8.98
1999-08-28 15:00:00,RV,8.83
1999-08-29 15:00:00,RV,8.66
1999-08-30 15:00:00,RV,8.5
1999-08-31 15:00:00,RV,8.43
1999-09-01 15:00:00,RV,8.36
1999-09-02 15:00:00,RV,8.37
1999-09-03 15:00:00,RV,8.5
1999-09-04 15:00:00,RV,8.47
1999-09-05 15:00:00,RV,8.48
1999-09-06 15:00:00,RV,8.47
1999-09-07 15:00:00,RV,8.43
1999-09-08 15:00:00,RV,8.37
1999-09-09 15:00:00,RV,8.27
1999-09-10 15:00:00,RV,8.17
1999-09-11 15:00:00,RV,8.03
1999-09-12 15:00:00,RV,7.83
1999-09-13 15:00:00,RV,8.08
1999-09-14 15:00:00,RV,8.44
1999-09-15 15:00:00,RV,8.43
1999-09-16 15:00:00,RV,8.46
1999-09-17 15:00:00,RV,8.58
1999-09-18 15:00:00,RV,9.22
1999-09-19 15:00:00,RV,9.68
1999-09-20 15:00:00,RV,9.8
1999-09-21 15:00:00,RV,9.89
1999-09-22 15:00:00,RV,9.92
1999-09-23 15:00:00,RV,9.93
1999-09-24 15:00:00,RV,9.82
1999-09-25 15:00:00,RV,9.72
1999-09-26 15:00:00,RV,9.48
1999-09-27 15:00:00,RV,9.26
1999-09-28 15:00:00,RV,9.03
1999-09-29 15:00:00,RV,8.76
1999-09-30 15:00:00,RV,8.49
1999-10-01 15:00:00,RV,8.35
1999-10-02 15:00:00,RV,8.11
1999-10-03 15:00:00,RV,7.94
1999-10-04 15:00:00,RV,7.77
1999-10-05 15:00:00,RV,7.6
1999-10-06 15:00:00,RV,7.44
1999-10-07 15:00:00,RV,7.28
1999-10-08 15:00:00,RV,7.18
1999-10-09 15:00:00,RV,7.09
1999-10-10 15:00:00,RV,6.93
1999-10-11 15:00:00,RV,6.79
1999-10-12 15:00:00,RV,6.68
1999-10-13 15:00:00,RV,6.53
1999-10-14 15:00:00,RV,6.47
1999-10-15 15:00:00,RV,6.39
1999-10-16 15:00:00,RV,6.29
1999-10-17 15:00:00,RV,6.06
1999-10-18 15:00:00,RV,6.08
1999-10-19 15:00:00,RV,6.08
1999-10-20 15:00:00,RV,6.03
1999-10-21 15:00:00,RV,6.05
1999-10-22 15:00:00,RV,5.96
1999-10-23 17:00:00,RV,5.9
1999-10-24 15:00:00,RV,5.88
1999-10-25 15:00:00,RV,5.85
1999-10-26 15:00:00,RV,5.83
1999-10-27 15:00:00,RV,5.82
1999-10-28 15:00:00,RV,5.81
1999-10-29 15:00:00,RV,5.8
1999-10-30 15:00:00,RV,5.81
1999-10-31 15:00:00,RV,5.81
1999-11-01 15:00:00,RV,5.96
1999-11-02 15:00:00,RV,6.02
1999-11-03 15:00:00,RV,6.09
1999-11-04 15:00:00,RV,6.78
1999-11-05 00:00:00,RV,6.89
1999-11-05 15:00:00,RV,7.42
1999-11-06 00:00:00,RV,7.7
1999-11-06 15:00:00,RV,7.96
1999-11-07 15:00:00,RV,8.06
