Date (UTC),Type Source,Stage
1981-07-27 18:00:00,RV,10.86
1981-07-28 18:00:00,RV,10.79
1981-07-29 18:00:00,RV,10.42
1981-07-30 18:00:00,RV,9.23
1981-07-31 18:00:00,RV,10.17
1981-08-01 18:00:00,RV,8.61
1981-08-04 18:00:00,RV,10.5
1981-08-05 18:00:00,RV,10.78
1981-08-12 18:00:00,RV,11.99
1981-08-13 18:00:00,RV,11.96
1981-08-14 18:00:00,RV,11.96
1981-08-15 18:00:00,RV,11.91
1981-08-17 18:00:00,RV,11.91
1981-08-18 18:00:00,RV,11.46
1981-08-19 18:00:00,RV,11
1981-08-20 18:00:00,RV,10.68
1981-08-21 18:00:00,RV,10.54
1981-08-22 18:00:00,RV,10.54
1981-08-23 18:00:00,RV,10.5
1981-08-24 18:00:00,RV,10.5
1981-08-25 18:00:00,RV,10.5
1981-08-26 18:00:00,RV,10.34
1981-08-27 18:00:00,RV,9.86
1981-08-29 18:00:00,RV,10.06
1981-08-30 18:00:00,RV,8.53
1981-08-31 18:00:00,RV,9.94
1981-09-01 18:00:00,RV,9.48
1981-09-02 18:00:00,RV,9.31
1981-09-03 18:00:00,RV,9.06
1981-09-04 18:00:00,RV,11.86
1981-09-05 18:00:00,RV,8.96
1981-09-06 18:00:00,RV,8.77
1981-09-07 18:00:00,RV,8.81
1981-09-08 18:00:00,RV,8.77
1981-09-09 18:00:00,RV,8.93
1981-09-10 18:00:00,RV,8.67
1981-09-11 18:00:00,RV,8.65
1981-09-13 18:00:00,RV,8.93
1981-09-14 18:00:00,RV,8.21
1981-09-15 18:00:00,RV,8.07
1981-09-16 18:00:00,RV,8.11
1981-09-17 18:00:00,RV,8.11
1981-09-18 18:00:00,RV,8.48
1981-09-21 18:00:00,RV,8.76
1981-09-22 18:00:00,RV,8.93
1981-09-23 18:00:00,RV,8.65
1981-09-24 18:00:00,RV,8.48
1981-09-25 18:00:00,RV,8.32
1981-09-27 18:00:00,RV,8.07
1981-09-28 18:00:00,RV,7.62
1981-09-29 18:00:00,RV,7.59
1981-09-30 18:00:00,RV,7.1
1981-10-01 18:00:00,RV,6.9
1981-10-02 18:00:00,RV,6.68
1981-10-05 18:00:00,RV,6.04
1981-10-06 18:00:00,RV,5.81
1981-10-08 18:00:00,RV,5.67
1981-10-09 18:00:00,RV,6.04
1981-10-10 18:00:00,RV,5.2
1981-10-11 18:00:00,RV,5.34
1981-10-12 18:00:00,RV,5.34
1981-10-13 18:00:00,RV,5.29
1981-10-14 18:00:00,RV,5.29
1981-10-15 18:00:00,RV,5.09
1981-10-16 18:00:00,RV,4.88
1981-10-17 18:00:00,RV,4.96
1981-10-18 18:00:00,RV,4.98
1981-10-19 18:00:00,RV,5.12
1981-10-20 18:00:00,RV,4.87
1981-10-21 18:00:00,RV,5.12
1981-10-22 18:00:00,RV,5.05
1981-10-23 18:00:00,RV,5.05
1981-10-24 18:00:00,RV,5.17
1981-10-25 18:00:00,RV,5.36
1981-10-26 18:00:00,RV,5.31
1981-10-27 18:00:00,RV,5.31
1981-10-29 18:00:00,RV,5.31
1981-10-30 18:00:00,RV,5.31
1981-11-01 18:00:00,RV,5.24
1981-11-02 18:00:00,RV,5.09
1981-11-03 18:00:00,RV,4.88
1981-11-04 18:00:00,RV,4.88
1981-11-05 18:00:00,RV,4.91
1981-11-06 18:00:00,RV,4.88
1981-11-07 18:00:00,RV,4.75
1981-11-08 18:00:00,RV,4.75
1981-11-09 18:00:00,RV,4.82
1981-11-10 18:00:00,RV,5.09
1981-11-11 18:00:00,RV,5.6
1981-11-12 18:00:00,RV,5.83
1981-11-15 18:00:00,RV,5.36
1981-11-18 18:00:00,RV,5.22
1982-04-28 18:00:00,RV,2.37
1982-04-29 18:00:00,RV,2.4
1982-04-30 18:00:00,RV,2.44
1982-05-01 18:00:00,RV,2.46
1982-05-02 18:00:00,RV,2.6
1982-05-03 18:00:00,RV,2.52
1982-05-04 18:00:00,RV,2.74
1982-05-05 18:00:00,RV,2.67
1982-05-06 18:00:00,RV,2.61
1982-05-07 18:00:00,RV,2.63
1982-05-08 18:00:00,RV,2.74
1982-05-09 18:00:00,RV,2.63
1982-05-10 18:00:00,RV,2.74
1982-05-11 18:00:00,RV,2.92
1982-05-12 18:00:00,RV,3.06
1982-05-13 18:00:00,RV,3.1
1982-05-14 18:00:00,RV,3.16
1982-05-15 18:00:00,RV,3.23
1982-05-16 18:00:00,RV,3.43
1982-05-17 18:00:00,RV,3.47
1982-05-19 18:00:00,RV,3.72
1982-05-20 18:00:00,RV,3.72
1982-05-21 18:00:00,RV,3.75
1982-05-22 18:00:00,RV,3.81
1982-05-23 18:00:00,RV,3.84
1982-05-24 18:00:00,RV,3.84
1982-05-25 18:00:00,RV,4.01
1982-05-26 18:00:00,RV,4.18
1982-05-27 06:00:00,RV,4.11
1982-05-28 06:00:00,RV,3.99
1982-05-29 18:00:00,RV,4.03
1982-05-30 18:00:00,RV,4.08
1982-06-01 06:00:00,RV,4.65
1982-06-02 18:00:00,RV,4.61
1982-06-03 18:00:00,RV,4.88
1982-06-04 18:00:00,RV,4.79
1982-06-05 18:00:00,RV,4.93
1982-06-06 06:00:00,RV,5.19
1982-06-07 18:00:00,RV,5.36
1982-06-08 18:00:00,RV,5.31
1982-06-09 18:00:00,RV,5.5
1982-06-10 18:00:00,RV,5.64
1982-06-11 18:00:00,RV,5.88
1982-06-12 06:00:00,RV,6.15
1982-06-13 18:00:00,RV,6.17
1982-06-14 18:00:00,RV,6.54
1982-06-15 18:00:00,RV,6.51
1982-06-16 18:00:00,RV,6.51
1982-06-17 18:00:00,RV,6.59
1982-06-18 18:00:00,RV,6.62
1982-06-19 06:00:00,RV,6.68
1982-06-20 18:00:00,RV,6.68
1982-06-21 18:00:00,RV,6.76
1982-06-22 06:00:00,RV,7.04
1982-06-23 18:00:00,RV,6.87
1982-06-24 18:00:00,RV,6.82
1982-06-25 06:00:00,RV,6.76
1982-06-26 18:00:00,RV,7.15
1982-06-27 18:00:00,RV,7.15
1982-06-28 18:00:00,RV,7.32
1982-06-29 18:00:00,RV,7.86
1982-06-30 18:00:00,RV,7.89
1982-07-01 18:00:00,RV,7.86
1982-07-02 18:00:00,RV,7.96
1982-07-03 06:00:00,RV,7.86
1982-07-04 18:00:00,RV,7.89
1982-07-05 18:00:00,RV,8.07
1982-07-06 18:00:00,RV,8.17
1982-07-09 18:00:00,RV,8.05
1982-07-10 18:00:00,RV,8.33
1982-07-11 18:00:00,RV,8.36
1982-07-15 06:00:00,RV,8.34
1982-07-16 06:00:00,RV,8.46
1982-07-17 06:00:00,RV,8.69
1982-07-19 18:00:00,RV,8.69
1982-07-20 18:00:00,RV,8.61
1982-07-21 18:00:00,RV,8.61
1982-07-22 18:00:00,RV,8.67
1982-07-23 18:00:00,RV,8.73
1982-07-24 06:00:00,RV,8.98
1982-07-25 06:00:00,RV,9.18
1982-07-26 06:00:00,RV,9.43
1982-07-27 06:00:00,RV,9.43
1982-07-28 06:00:00,RV,9.43
1982-07-29 06:00:00,RV,9.23
1982-07-30 18:00:00,RV,9.26
1982-07-31 06:00:00,RV,9.31
1982-08-02 18:00:00,RV,9.69
1982-08-03 18:00:00,RV,9.69
1982-08-04 18:00:00,RV,9.36
1982-08-05 18:00:00,RV,9.16
1982-08-07 18:00:00,RV,8.86
1982-08-08 18:00:00,RV,8.93
1982-08-09 18:00:00,RV,8.63
1982-08-10 18:00:00,RV,8.53
1982-08-11 18:00:00,RV,8.52
1982-08-12 18:00:00,RV,8.52
1982-08-13 18:00:00,RV,8.44
1982-08-14 18:00:00,RV,8.42
1982-08-15 18:00:00,RV,8.38
1982-08-16 18:00:00,RV,8.26
1982-08-17 18:00:00,RV,8.19
1982-08-18 18:00:00,RV,8.05
1982-08-19 18:00:00,RV,7.92
1982-08-20 18:00:00,RV,7.76
1982-08-21 18:00:00,RV,7.59
1982-08-22 18:00:00,RV,7.69
1982-08-23 18:00:00,RV,7.89
1982-08-24 18:00:00,RV,7.99
1982-08-25 18:00:00,RV,8.01
1982-08-26 18:00:00,RV,7.66
1982-08-27 18:00:00,RV,7.92
1982-08-28 18:00:00,RV,7.52
1982-08-29 18:00:00,RV,8.27
1982-08-30 18:00:00,RV,8.09
1982-08-31 18:00:00,RV,8.07
1982-09-01 18:00:00,RV,8.02
1982-09-02 18:00:00,RV,8.02
1982-09-03 18:00:00,RV,7.69
1982-09-05 18:00:00,RV,8.27
1982-09-06 18:00:00,RV,8.42
1982-09-07 18:00:00,RV,8.59
1982-09-08 18:00:00,RV,8.53
1982-09-09 18:00:00,RV,8.59
1982-09-10 18:00:00,RV,8.63
1982-09-11 18:00:00,RV,8.69
1982-09-12 18:00:00,RV,8.81
1982-09-13 18:00:00,RV,8.93
1982-09-14 18:00:00,RV,8.63
1982-09-15 18:00:00,RV,8.81
1982-09-16 18:00:00,RV,9.43
1982-09-17 18:00:00,RV,9.91
1982-09-18 18:00:00,RV,10.42
1982-09-19 18:00:00,RV,10.79
1982-09-20 18:00:00,RV,11.49
1982-09-21 18:00:00,RV,11.39
1982-09-22 18:00:00,RV,11.42
1982-09-23 18:00:00,RV,11.56
1982-09-24 18:00:00,RV,11.56
1982-09-25 18:00:00,RV,11.67
1982-09-26 18:00:00,RV,11.49
1982-09-27 18:00:00,RV,10.79
1982-09-28 18:00:00,RV,10.79
1982-09-29 18:00:00,RV,10.89
1982-09-30 18:00:00,RV,11.49
1982-10-01 18:00:00,RV,11.32
1982-10-02 18:00:00,RV,10.89
1982-10-03 18:00:00,RV,10.79
1982-10-04 18:00:00,RV,10.19
1982-10-05 18:00:00,RV,9.81
1982-10-06 18:00:00,RV,9.69
1982-10-07 18:00:00,RV,9.69
1982-10-09 18:00:00,RV,10.09
1982-10-10 18:00:00,RV,10.72
1982-10-11 18:00:00,RV,10.65
1982-10-12 18:00:00,RV,9.76
1982-10-13 18:00:00,RV,9.16
1982-10-14 18:00:00,RV,8.44
1982-10-15 18:00:00,RV,7.79
1982-10-16 18:00:00,RV,7.18
1982-10-17 18:00:00,RV,6.65
1982-10-19 18:00:00,RV,6
1982-10-20 18:00:00,RV,6
1982-10-21 18:00:00,RV,8.07
1982-10-22 18:00:00,RV,5.48
1982-10-23 18:00:00,RV,5.52
1982-10-24 18:00:00,RV,5.27
1982-10-25 18:00:00,RV,4.96
1982-10-26 18:00:00,RV,5.12
1982-10-27 18:00:00,RV,4.76
1982-10-28 18:00:00,RV,4.63
1982-10-29 18:00:00,RV,4.49
1982-10-30 18:00:00,RV,4.49
1982-10-31 18:00:00,RV,4.42
1982-11-01 18:00:00,RV,4.68
1982-11-02 18:00:00,RV,4.34
1982-11-03 18:00:00,RV,4.49
1982-11-04 18:00:00,RV,4.47
1982-11-05 18:00:00,RV,4.42
1982-11-06 18:00:00,RV,4.38
1982-11-07 18:00:00,RV,4.25
1982-11-08 18:00:00,RV,4.25
1982-11-09 18:00:00,RV,4.23
1982-11-10 18:00:00,RV,4.42
1982-11-11 18:00:00,RV,4.42
1982-11-12 18:00:00,RV,4.42
1982-11-13 18:00:00,RV,4.42
1982-11-14 18:00:00,RV,4.11
1982-11-15 18:00:00,RV,4.08
1982-11-17 18:00:00,RV,4.01
1982-11-18 18:00:00,RV,3.91
1982-11-19 18:00:00,RV,4.01
1982-11-20 18:00:00,RV,4.01
1982-11-21 18:00:00,RV,4.18
1982-11-22 18:00:00,RV,4.03
1982-11-23 18:00:00,RV,4.05
1983-05-01 18:00:00,RV,2.77
1983-05-02 18:00:00,RV,2.98
1983-05-03 18:00:00,RV,3.44
1983-05-05 18:00:00,RV,3.72
1983-05-06 18:00:00,RV,3.65
1983-05-07 18:00:00,RV,3.71
1983-05-08 18:00:00,RV,3.75
1983-05-09 18:00:00,RV,3.79
1983-05-10 18:00:00,RV,4.28
1983-05-11 18:00:00,RV,3.93
1983-05-12 18:00:00,RV,3.93
1983-05-13 18:00:00,RV,3.96
1983-05-14 18:00:00,RV,4.03
1983-05-15 18:00:00,RV,4.42
1983-05-16 18:00:00,RV,4.32
1983-05-17 18:00:00,RV,4.65
1983-05-18 18:00:00,RV,4.55
1983-05-19 18:00:00,RV,4.55
1983-05-20 18:00:00,RV,4.54
1983-05-21 18:00:00,RV,4.7
1983-05-22 18:00:00,RV,4.79
1983-05-23 18:00:00,RV,4.94
1983-05-24 18:00:00,RV,4.98
1983-05-25 18:00:00,RV,5.08
1983-05-26 18:00:00,RV,5.36
1983-05-27 18:00:00,RV,5.2
1983-05-28 18:00:00,RV,5.27
1983-05-29 18:00:00,RV,5.31
1983-05-30 18:00:00,RV,5.83
1983-05-31 18:00:00,RV,5.83
1983-06-01 18:00:00,RV,6.17
1983-06-02 18:00:00,RV,6.17
1983-06-04 18:00:00,RV,6.29
1983-06-05 18:00:00,RV,6.43
1983-06-06 18:00:00,RV,6.57
1983-06-07 18:00:00,RV,6.73
1983-06-08 18:00:00,RV,6.82
1983-06-09 18:00:00,RV,7.18
1983-06-10 18:00:00,RV,7.07
1983-06-11 18:00:00,RV,7.24
1983-06-12 18:00:00,RV,7.52
1983-06-13 18:00:00,RV,7.46
1983-06-14 18:00:00,RV,7.41
1983-06-15 18:00:00,RV,7.66
1983-06-16 18:00:00,RV,7.52
1983-06-17 18:00:00,RV,7.66
1983-06-19 18:00:00,RV,7.24
1983-06-20 18:00:00,RV,7.76
1983-06-21 18:00:00,RV,7.82
1983-06-22 18:00:00,RV,7.76
1983-06-23 18:00:00,RV,7.72
1983-06-24 18:00:00,RV,7.99
1983-06-25 18:00:00,RV,8.09
1983-06-26 18:00:00,RV,8.11
1983-06-27 18:00:00,RV,8.23
1983-06-28 18:00:00,RV,8.26
1983-06-29 18:00:00,RV,8.34
1983-06-30 18:00:00,RV,8.36
1983-07-02 18:00:00,RV,8.73
1983-07-03 18:00:00,RV,8.91
1983-07-04 18:00:00,RV,8.83
1983-07-05 18:00:00,RV,8.93
1983-07-06 18:00:00,RV,9.06
1983-07-07 18:00:00,RV,9.06
1983-07-08 18:00:00,RV,9.16
1983-07-09 18:00:00,RV,9.18
1983-07-11 18:00:00,RV,9.43
1983-07-12 18:00:00,RV,9.43
1983-07-14 18:00:00,RV,9.43
1983-07-15 18:00:00,RV,9.43
1983-07-16 18:00:00,RV,9.26
1983-07-17 18:00:00,RV,9.18
1983-07-18 18:00:00,RV,9.36
1983-07-19 18:00:00,RV,9.27
1983-07-20 18:00:00,RV,9.16
1983-07-21 18:00:00,RV,9.11
1983-07-22 18:00:00,RV,9.11
1983-07-23 18:00:00,RV,8.98
1983-07-24 18:00:00,RV,8.88
1983-07-25 18:00:00,RV,8.67
1983-07-26 18:00:00,RV,8.63
1983-07-27 18:00:00,RV,8.48
1983-07-28 18:00:00,RV,8.42
1983-07-29 18:00:00,RV,8.42
1983-07-30 18:00:00,RV,8.42
1983-07-31 18:00:00,RV,8.38
1983-08-01 18:00:00,RV,8.36
1983-08-02 18:00:00,RV,8.42
1983-08-03 18:00:00,RV,8.4
1983-08-04 18:00:00,RV,8.4
1983-08-05 18:00:00,RV,8.69
1983-08-06 18:00:00,RV,8.63
1983-08-07 18:00:00,RV,8.63
1983-08-08 18:00:00,RV,9.06
1983-08-09 18:00:00,RV,9.38
1983-08-10 18:00:00,RV,9.69
1983-08-11 18:00:00,RV,9.69
1983-08-12 18:00:00,RV,9.41
1983-08-13 18:00:00,RV,9.31
1983-08-14 18:00:00,RV,9.16
1983-08-15 18:00:00,RV,9.16
1983-08-16 18:00:00,RV,9.13
1983-08-17 18:00:00,RV,8.81
1983-08-18 18:00:00,RV,8.57
1983-08-19 18:00:00,RV,8.48
1983-08-20 18:00:00,RV,8.23
1983-08-21 18:00:00,RV,7.96
1983-08-22 18:00:00,RV,7.86
1983-08-23 18:00:00,RV,7.69
1983-08-24 18:00:00,RV,7.62
1983-08-25 18:00:00,RV,7.43
1983-08-26 18:00:00,RV,7.24
1983-08-27 18:00:00,RV,7.32
1983-08-28 18:00:00,RV,7.24
1983-08-29 18:00:00,RV,7.1
1983-08-30 18:00:00,RV,7.1
1983-08-31 18:00:00,RV,7.04
1983-09-01 18:00:00,RV,7.01
1983-09-02 18:00:00,RV,6.87
1983-09-03 18:00:00,RV,6.79
1983-09-04 18:00:00,RV,6.79
1983-09-05 18:00:00,RV,6.76
1983-09-06 18:00:00,RV,6.57
1983-09-07 18:00:00,RV,6.4
1983-09-08 18:00:00,RV,6.34
1983-09-09 18:00:00,RV,6.29
1983-09-12 18:00:00,RV,6.02
1983-09-13 18:00:00,RV,5.85
1983-09-14 18:00:00,RV,5.78
1983-09-15 18:00:00,RV,5.78
1983-09-16 18:00:00,RV,5.57
1983-09-18 18:00:00,RV,5.31
1983-09-19 18:00:00,RV,5.29
1983-09-20 18:00:00,RV,5.29
1983-09-24 18:00:00,RV,5.27
1983-09-28 18:00:00,RV,4.98
1983-09-29 18:00:00,RV,5.05
1983-09-30 18:00:00,RV,4.88
1983-10-01 18:00:00,RV,4.88
1983-10-07 18:00:00,RV,4.88
1983-10-12 18:00:00,RV,4.87
1984-04-20 18:00:00,RV,3.45
1984-04-23 18:00:00,RV,3.47
1984-04-24 18:00:00,RV,3.55
1984-05-03 18:00:00,RV,3.61
1984-05-11 18:00:00,RV,3.89
1984-05-12 18:00:00,RV,3.91
1984-05-14 18:00:00,RV,4.01
1984-05-15 18:00:00,RV,4.01
1984-05-16 18:00:00,RV,4.05
1984-05-18 18:00:00,RV,4.18
1984-05-25 18:00:00,RV,4.82
1984-05-26 18:00:00,RV,4.75
1984-05-30 18:00:00,RV,5.08
1984-05-31 06:00:00,RV,5.15
1984-06-07 18:00:00,RV,5.55
1984-06-13 18:00:00,RV,6.17
1984-06-15 18:00:00,RV,6.31
1984-06-21 18:00:00,RV,6.71
1984-06-22 18:00:00,RV,6.93
1984-06-25 15:00:00,RV,8.07
1984-06-26 18:00:00,RV,7.89
1984-06-27 18:00:00,RV,8.07
1984-06-28 06:00:00,RV,8.02
1984-07-03 18:00:00,RV,8.46
1984-07-06 18:00:00,RV,8.71
1984-07-07 18:00:00,RV,8.91
1984-08-03 18:00:00,RV,8.23
1984-08-06 18:00:00,RV,8.32
1984-08-07 18:00:00,RV,8.48
1984-08-08 18:00:00,RV,8.48
1984-09-06 18:00:00,RV,7.18
1984-10-05 18:00:00,RV,8.27
1984-10-06 18:00:00,RV,8.05
1985-05-01 18:00:00,RV,3.05
1985-05-02 18:00:00,RV,3.15
1985-05-03 18:00:00,RV,3.16
1985-05-04 18:00:00,RV,3.12
1985-05-05 18:00:00,RV,3.02
1985-05-06 18:00:00,RV,3.05
1985-05-07 18:00:00,RV,3.05
1985-05-08 18:00:00,RV,3.09
1985-05-09 18:00:00,RV,3.15
1985-05-10 18:00:00,RV,3.01
1985-05-11 18:00:00,RV,2.95
1985-05-12 18:00:00,RV,2.95
1985-05-13 18:00:00,RV,2.95
1985-05-14 18:00:00,RV,2.98
1985-05-15 18:00:00,RV,2.98
1985-05-16 18:00:00,RV,3.02
1985-05-17 18:00:00,RV,3.16
1985-05-18 18:00:00,RV,3.29
1985-05-19 18:00:00,RV,3.31
1985-05-20 18:00:00,RV,3.23
1985-05-21 18:00:00,RV,3.23
1985-05-22 18:00:00,RV,3.44
1985-05-23 18:00:00,RV,3.38
1985-05-24 18:00:00,RV,3.58
1985-05-25 18:00:00,RV,3.72
1985-05-26 18:00:00,RV,3.89
1985-05-27 18:00:00,RV,4.08
1985-05-28 18:00:00,RV,4.08
1985-05-29 18:00:00,RV,4.23
1985-05-30 18:00:00,RV,4.3
1985-05-31 18:00:00,RV,4.44
1985-06-01 18:00:00,RV,4.87
1985-06-02 18:00:00,RV,4.76
1985-06-03 18:00:00,RV,5.03
1985-06-04 18:00:00,RV,5.48
1985-06-05 18:00:00,RV,5.76
1985-06-06 18:00:00,RV,5.76
1985-06-07 18:00:00,RV,6.07
1985-06-08 18:00:00,RV,6
1985-06-09 18:00:00,RV,6
1985-06-10 18:00:00,RV,6.12
1985-06-11 18:00:00,RV,6.43
1985-06-12 18:00:00,RV,6.62
1985-06-13 18:00:00,RV,6.23
1985-06-14 18:00:00,RV,6.23
1985-06-15 18:00:00,RV,6.17
1985-06-16 18:00:00,RV,6.12
1985-06-17 13:00:00,RV,6.12
1985-06-17 18:00:00,RV,6.31
1985-06-18 15:00:00,RV,6.31
1985-06-20 06:00:00,RV,6.31
1985-06-21 18:00:00,RV,6.12
1985-06-22 18:00:00,RV,6.12
1985-06-24 18:00:00,RV,6.12
1985-06-25 18:00:00,RV,6.04
1985-06-26 18:00:00,RV,6.04
1985-06-28 18:00:00,RV,6.15
1985-06-29 18:00:00,RV,6.31
1985-07-03 18:00:00,RV,7.35
1985-07-04 18:00:00,RV,8.19
1985-07-05 16:00:00,RV,8.27
1985-07-06 18:00:00,RV,8.48
1985-07-07 12:00:00,RV,8.76
1985-07-09 18:00:00,RV,8.88
1985-07-21 18:00:00,RV,9.66
1985-07-23 18:00:00,RV,9.64
1985-07-24 18:00:00,RV,9.78
1985-07-26 18:00:00,RV,9.56
1985-07-27 18:00:00,RV,9.66
1985-07-28 18:00:00,RV,9.46
1985-07-30 18:00:00,RV,9.02
1985-07-31 18:00:00,RV,8.96
1985-08-08 18:00:00,RV,8.71
1985-08-11 18:00:00,RV,8.26
1985-08-12 18:00:00,RV,8.26
1985-08-13 18:00:00,RV,8.69
1985-08-14 18:00:00,RV,9.18
1985-08-15 18:00:00,RV,9.43
1985-08-16 18:00:00,RV,9.21
1985-08-17 18:00:00,RV,8.83
1985-08-18 18:00:00,RV,9.02
1985-08-19 18:00:00,RV,8.96
1985-08-20 18:00:00,RV,8.86
1985-08-21 18:00:00,RV,8.81
1985-08-22 18:00:00,RV,9.01
1985-08-23 18:00:00,RV,8.88
1985-08-25 18:00:00,RV,8.44
1985-08-26 18:00:00,RV,8.26
1985-08-27 18:00:00,RV,8.09
1985-08-28 18:00:00,RV,7.89
1985-08-29 18:00:00,RV,7.79
1985-08-30 18:00:00,RV,7.76
1985-08-31 18:00:00,RV,7.62
1985-09-01 18:00:00,RV,7.59
1985-09-02 18:00:00,RV,7.79
1985-09-03 18:00:00,RV,7.69
1985-09-04 18:00:00,RV,7.66
1985-09-05 18:00:00,RV,7.43
1985-09-06 18:00:00,RV,7.41
1985-09-08 18:00:00,RV,7.41
1985-09-09 18:00:00,RV,7.49
1985-09-10 18:00:00,RV,7.41
1985-09-11 18:00:00,RV,7.49
1985-09-12 18:00:00,RV,7.21
1985-09-13 18:00:00,RV,7.13
1985-09-14 18:00:00,RV,6.93
1985-09-15 18:00:00,RV,7.15
1985-09-16 18:00:00,RV,7.15
1985-09-17 14:00:00,RV,7.1
1985-09-18 18:00:00,RV,6.96
1985-09-19 18:00:00,RV,6.82
1985-09-26 18:00:00,RV,7.15
1985-11-02 18:00:00,RV,4.65
1985-11-04 18:00:00,RV,5.01
1985-11-05 18:00:00,RV,7.21
1985-12-04 14:00:00,RV,4.28
1986-05-01 18:00:00,RV,3.09
1986-05-02 18:00:00,RV,3.09
1986-05-03 18:00:00,RV,3.17
1986-05-04 18:00:00,RV,3.31
1986-05-05 18:00:00,RV,3.57
1986-05-06 18:00:00,RV,3.2
1986-05-07 18:00:00,RV,3.4
1986-05-08 18:00:00,RV,3.48
1986-05-09 18:00:00,RV,3.57
1986-05-10 18:00:00,RV,3.72
1986-05-11 18:00:00,RV,3.62
1986-05-12 18:00:00,RV,3.68
1986-05-13 18:00:00,RV,3.71
1986-05-14 18:00:00,RV,3.81
1986-05-15 18:00:00,RV,3.86
1986-05-16 18:00:00,RV,3.88
1986-05-17 18:00:00,RV,4.01
1986-05-18 18:00:00,RV,3.89
1986-05-19 18:00:00,RV,4.01
1986-05-20 18:00:00,RV,4.05
1986-05-21 18:00:00,RV,4.13
1986-05-22 18:00:00,RV,4.32
1986-05-23 18:00:00,RV,4.65
1986-05-24 18:00:00,RV,4.65
1986-05-25 18:00:00,RV,4.79
1986-05-26 18:00:00,RV,5.05
1986-05-27 18:00:00,RV,5.05
1986-05-28 18:00:00,RV,5.36
1986-05-29 18:00:00,RV,5.31
1986-05-30 18:00:00,RV,5.48
1986-05-31 18:00:00,RV,5.83
1986-06-01 18:00:00,RV,5.78
1986-06-02 18:00:00,RV,5.71
1986-06-03 18:00:00,RV,5.85
1986-06-04 18:00:00,RV,5.85
1986-06-05 18:00:00,RV,5.83
1986-06-06 18:00:00,RV,5.89
1986-06-07 18:00:00,RV,6.03
1986-06-08 18:00:00,RV,6.14
1986-06-09 18:00:00,RV,6.23
1986-06-10 18:00:00,RV,6.09
1986-06-11 12:00:00,RV,6.23
1986-06-11 18:00:00,RV,6.25
1986-06-12 18:00:00,RV,6.65
1986-06-13 18:00:00,RV,6.9
1986-06-14 18:00:00,RV,6.7
1986-06-15 18:00:00,RV,6.98
1986-06-16 18:00:00,RV,7.26
1986-06-17 18:00:00,RV,7.43
1986-06-18 18:00:00,RV,7.76
1986-06-19 18:00:00,RV,7.88
1986-06-20 18:00:00,RV,8.09
1986-06-21 18:00:00,RV,8.03
1986-06-22 18:00:00,RV,8.09
1986-06-23 18:00:00,RV,8.09
1986-06-24 18:00:00,RV,8.13
1986-06-25 18:00:00,RV,8.13
1986-06-26 18:00:00,RV,8.14
1986-06-27 18:00:00,RV,8.07
1986-06-28 18:00:00,RV,8.13
1986-06-29 18:00:00,RV,8.21
1986-06-30 18:00:00,RV,8.21
1986-07-01 18:00:00,RV,8.3
1986-07-02 18:00:00,RV,8.33
1986-07-03 18:00:00,RV,8.42
1986-07-04 18:00:00,RV,8.42
1986-07-05 18:00:00,RV,8.32
1986-07-06 18:00:00,RV,8.73
1986-07-07 18:00:00,RV,8.75
1986-07-08 18:00:00,RV,8.85
1986-07-09 18:00:00,RV,8.83
1986-07-10 18:00:00,RV,8.96
1986-07-11 18:00:00,RV,9
1986-07-12 18:00:00,RV,9.16
1986-07-13 18:00:00,RV,9.1
1986-07-14 18:00:00,RV,9.1
1986-07-15 18:00:00,RV,9.41
1986-07-16 18:00:00,RV,9.43
1986-07-17 18:00:00,RV,9.46
1986-07-18 18:00:00,RV,9.48
1986-07-19 18:00:00,RV,9.65
1986-07-20 18:00:00,RV,10.01
1986-07-21 18:00:00,RV,10.05
1986-07-22 18:00:00,RV,10.19
1986-07-23 18:00:00,RV,10.15
1986-07-24 18:00:00,RV,10.17
1986-07-25 18:00:00,RV,10.26
1986-07-26 18:00:00,RV,10.17
1986-07-27 18:00:00,RV,10.26
1986-07-28 18:00:00,RV,10.34
1986-07-29 18:00:00,RV,10.15
1986-07-30 18:00:00,RV,10.09
1986-08-01 18:00:00,RV,10.01
1986-08-02 18:00:00,RV,9.86
1986-08-03 18:00:00,RV,9.84
1986-08-04 18:00:00,RV,10.01
1986-08-05 18:00:00,RV,10.01
1986-08-06 18:00:00,RV,9.92
1986-08-07 18:00:00,RV,9.84
1986-08-08 18:00:00,RV,9.69
1986-08-09 18:00:00,RV,9.61
1986-08-10 18:00:00,RV,9.77
1986-08-11 18:00:00,RV,9.67
1986-08-12 18:00:00,RV,9.67
1986-08-13 18:00:00,RV,9.65
1986-08-14 18:00:00,RV,9.21
1986-08-15 18:00:00,RV,9.03
1986-08-16 18:00:00,RV,8.91
1986-08-17 18:00:00,RV,8.66
1986-08-18 18:00:00,RV,8.57
1986-08-19 18:00:00,RV,8.47
1986-08-20 18:00:00,RV,8.26
1986-08-21 18:00:00,RV,8.16
1986-08-22 18:00:00,RV,7.91
1986-08-23 18:00:00,RV,7.6
1986-08-24 18:00:00,RV,7.6
1986-08-25 18:00:00,RV,7.71
1986-08-26 18:00:00,RV,7.66
1986-08-27 18:00:00,RV,8.19
1986-08-28 18:00:00,RV,8.61
1986-08-29 18:00:00,RV,8.89
