date,year,fish_count,precipitation,air_temp,stage,discharge,water_temp,luna
2001-07-17,2001,56898,0.0,56.5,10.04,16200,52.7,34
2001-07-18,2001,40428,0.01,53.0,10.0,15900,52.7,35
2001-07-19,2001,47023,0.65,60.5,10.08,16200,55.400000000000006,36
2001-07-20,2001,37305,0.04,59.5,10.28,16800,52.7,0
2001-07-21,2001,20208,0.41,57.0,10.6,17600,51.8,1
2001-07-22,2001,21550,0.11,58.5,10.74,18100,50.900000000000006,2
2001-07-23,2001,29296,0.1,57.0,10.79,18400,53.6,3
2001-07-24,2001,52561,0.01,56.0,9.82,18700,52.7,4
2001-07-25,2001,68412,0.0,56.5,10.86,18900,52.7,5
2001-07-26,2001,70963,0.0,55.5,10.87,19200,53.6,6
2001-07-27,2001,48154,0.0,55.5,10.88,19500,54.5,10
2001-07-28,2001,25927,0.0,53.5,10.81,19200,54.5,11
2001-07-29,2001,21721,0.005,56.0,10.72,19000,53.6,12
2001-07-30,2001,24956,0.01,58.5,10.58,18800,54.5,13
2001-07-31,2001,20729,0.08,58.0,10.48,18300,53.6,14
2001-08-01,2001,19694,0.0,57.0,10.44,18100,52.7,15
2001-08-02,2001,20509,0.0,52.0,10.34,17800,53.6,16
2001-08-03,2001,15443,0.16,54.0,10.21,17500,51.8,20
2001-08-04,2001,18602,0.25,53.5,10.15,17300,50.900000000000006,21
2001-08-05,2001,11881,0.0,53.0,10.08,17000,51.8,22
2001-08-06,2001,12612,0.0,53.0,9.95,16700,54.5,23
2001-08-07,2001,13194,0.0,49.5,9.84,16200,56.3,24
2001-08-08,2001,12466,0.0,59.0,9.77,16000,57.2,25
2001-08-09,2001,6220,0.0,59.0,9.72,15900,55.400000000000006,26
2001-08-10,2001,6925,0.0,58.0,9.65,15800,56.3,27
2001-08-11,2001,2862,0.0,55.0,9.49,15500,56.3,28
2001-08-12,2001,7550,0.0,58.0,9.39,15300,56.3,30
2001-08-13,2001,2124,0.0,57.0,9.33,15000,56.3,31
2000-07-01,2000,2373,0.0,51.5,8.72,11600,51.8,0
2000-07-02,2000,2202,0.0,54.0,8.77,11700,50.900000000000006,1
2000-07-03,2000,4506,0.0,55.0,8.86,11900,54.5,2
2000-07-04,2000,4453,0.15,55.0,8.97,12200,53.6,3
2000-07-05,2000,2587,0.2,54.0,9.07,12600,50.0,4
2000-07-06,2000,3073,0.0,55.5,9.27,13200,50.900000000000006,5
2000-07-07,2000,5835,0.0,54.5,9.28,13200,50.900000000000006,6
2000-07-08,2000,5466,0.25,57.0,9.36,13400,50.0,10
2000-07-09,2000,10018,0.11,53.5,9.45,13700,52.7,11
2000-07-10,2000,12622,0.0,52.5,9.48,13900,51.8,12
2000-07-11,2000,6424,0.0,59.5,9.45,14100,53.6,13
2000-07-12,2000,6208,0.0,58.5,9.42,14100,55.400000000000006,14
2000-07-13,2000,35806,0.06,56.5,9.49,14100,55.400000000000006,15
2000-07-14,2000,133048,0.12,52.5,9.52,13900,53.6,16
2000-07-15,2000,116307,0.18,57.0,9.62,14200,51.8,17
2000-07-16,2000,66736,0.86,55.0,9.82,14700,51.8,20
2000-07-17,2000,33970,0.0,53.5,10.05,15400,50.0,21
2000-07-18,2000,45112,0.25,47.5,10.01,15400,48.2,22
2000-07-19,2000,35873,0.0,52.5,9.969999999999999,15400,50.0,23
2000-07-20,2000,18136,0.31,51.5,9.93,15300,50.0,24
2000-07-21,2000,17575,0.35,51.5,9.87,15300,50.900000000000006,25
2000-07-22,2000,17179,0.13,57.5,9.84,15500,50.900000000000006,26
2000-07-23,2000,26636,0.08,54.0,9.85,15300,51.8,27
2000-07-24,2000,37254,0.05,53.5,9.76,15200,51.8,30
2000-07-25,2000,33913,0.0,54.5,9.69,14900,51.8,31
2000-07-26,2000,31591,0.0,53.5,9.62,14700,52.7,32
2000-07-27,2000,25687,0.0,54.5,9.52,14400,52.7,33
2000-07-28,2000,22162,0.0,49.5,9.36,14000,52.7,34
2000-07-29,2000,22881,0.23,50.0,9.21,13400,54.5,35
2000-07-30,2000,12477,0.02,54.0,9.29,13200,52.7,0
2000-07-31,2000,9588,0.02,52.0,9.22,13000,52.7,1
2000-08-01,2000,10302,0.02,56.0,9.14,12900,51.8,2
2000-08-02,2000,7014,0.39,56.5,9.31,13300,50.900000000000006,3
2000-08-03,2000,12596,0.0,55.0,9.4,13600,50.900000000000006,4
2000-08-04,2000,13864,0.0,55.5,9.55,14100,50.900000000000006,5
2000-08-05,2000,11418,0.0,54.5,9.73,14600,50.900000000000006,6
2000-08-06,2000,9653,0.0,51.5,9.76,14700,51.8,10
2000-08-07,2000,8182,0.0,51.0,9.76,14700,52.7,11
2000-08-08,2000,6573,0.0,55.0,9.73,14700,51.8,12
2000-08-09,2000,6086,0.0,50.5,9.68,14500,53.6,13
2000-08-10,2000,7309,0.0,50.5,9.0,14100,52.7,14
