agency_cd	site_no	datetime	698_00060_00003	698_00060_00003_cd	699_80154_00003	699_80154_00003_cd	700_80155_00003	700_80155_00003_cd	701_00010_00001	701_00010_00001_cd	702_00010_00002	702_00010_00002_cd	703_00010_00003	703_00010_00003_cd
5s	15s	20d	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s
USGS	15266300	2004-12-09	2500	A:e										
USGS	15266300	2004-12-10	2400	A:e										
USGS	15266300	2004-12-11	2400	A:e										
USGS	15266300	2004-12-12	2400	A:e										
USGS	15266300	2004-12-13	2350	A:e										
USGS	15266300	2004-12-14	2350	A:e										
USGS	15266300	2004-12-15	2350	A:e										
USGS	15266300	2004-12-16	2300	A:e										
USGS	15266300	2004-12-17	2300	A:e										
USGS	15266300	2004-12-18	2300	A:e										
USGS	15266300	2004-12-19	2250	A:e										
USGS	15266300	2004-12-20	2250	A:e										
USGS	15266300	2004-12-21	2200	A:e										
USGS	15266300	2004-12-22	2200	A:e										
USGS	15266300	2004-12-23	2200	A:e										
USGS	15266300	2004-12-24	2200	A:e										
USGS	15266300	2004-12-25	2200	A:e										
USGS	15266300	2004-12-26	2200	A:e										
USGS	15266300	2004-12-27	2200	A:e										
USGS	15266300	2004-12-28	2150	A:e										
USGS	15266300	2004-12-29	2100	A:e										
USGS	15266300	2004-12-30	2050	A:e										
USGS	15266300	2004-12-31	2000	A:e										
USGS	15266300	2005-01-01	2000	A:e										
USGS	15266300	2005-01-02	1950	A:e										
USGS	15266300	2005-01-03	1950	A:e										
USGS	15266300	2005-01-04	1900	A:e										
USGS	15266300	2005-01-05	1900	A:e										
USGS	15266300	2005-01-06	1850	A:e										
USGS	15266300	2005-01-07	1850	A:e										
USGS	15266300	2005-01-08	1800	A:e										
USGS	15266300	2005-01-09	1800	A:e										
USGS	15266300	2005-01-10	1750	A:e										
USGS	15266300	2005-01-11	1750	A:e										
USGS	15266300	2005-01-12	1700	A:e										
USGS	15266300	2005-01-13	1700	A:e										
USGS	15266300	2005-01-14	1700	A:e										
USGS	15266300	2005-01-15	1700	A:e										
USGS	15266300	2005-01-16	1700	A:e										
USGS	15266300	2005-01-17	1650	A:e										
USGS	15266300	2005-01-18	1650	A:e										
USGS	15266300	2005-01-19	1650	A:e										
USGS	15266300	2005-01-20	1600	A:e										
USGS	15266300	2005-01-21	1600	A:e										
USGS	15266300	2005-01-22	1600	A:e										
USGS	15266300	2005-01-23	1600	A:e										
USGS	15266300	2005-01-24	1550	A:e										
USGS	15266300	2005-01-25	1550	A:e										
USGS	15266300	2005-01-26	1500	A:e										
USGS	15266300	2005-01-27	1500	A:e										
USGS	15266300	2005-01-28	1500	A:e										
USGS	15266300	2005-01-29	1500	A:e										
USGS	15266300	2005-01-30	1500	A:e										
USGS	15266300	2005-01-31	1500	A:e										
USGS	15266300	2005-02-01	1450	A:e										
USGS	15266300	2005-02-02	1450	A:e										
USGS	15266300	2005-02-03	1450	A:e										
USGS	15266300	2005-02-04	1400	A:e										
USGS	15266300	2005-02-05	1400	A:e										
USGS	15266300	2005-02-06	1400	A:e										
USGS	15266300	2005-02-07	1350	A:e										
USGS	15266300	2005-02-08	1350	A:e										
USGS	15266300	2005-02-09	1350	A:e										
USGS	15266300	2005-02-10	1350	A:e										
USGS	15266300	2005-02-11	1350	A:e										
USGS	15266300	2005-02-12	1300	A:e										
USGS	15266300	2005-02-13	1300	A:e										
USGS	15266300	2005-02-14	1300	A:e										
USGS	15266300	2005-02-15	1300	A:e										
USGS	15266300	2005-02-16	1300	A:e										
USGS	15266300	2005-02-17	1300	A:e										
USGS	15266300	2005-02-18	1250	A:e										
USGS	15266300	2005-02-19	1250	A:e										
USGS	15266300	2005-02-20	1200	A:e										
USGS	15266300	2005-02-21	1200	A:e										
USGS	15266300	2005-02-22	1200	A:e										
USGS	15266300	2005-02-23	1200	A:e										
USGS	15266300	2005-02-24	1150	A:e										
USGS	15266300	2005-02-25	1150	A:e										
USGS	15266300	2005-02-26	1150	A:e										
USGS	15266300	2005-02-27	1150	A:e										
USGS	15266300	2005-02-28	1100	A:e										
USGS	15266300	2005-03-01	1100	A:e										
USGS	15266300	2005-03-02	1100	A:e										
USGS	15266300	2005-03-03	1100	A:e										
USGS	15266300	2005-03-04	1100	A:e										
USGS	15266300	2005-03-05	1100	A:e										
USGS	15266300	2005-03-06	1100	A:e										
USGS	15266300	2005-03-07	1100	A:e										
USGS	15266300	2005-03-08	1100	A:e										
USGS	15266300	2005-03-09	1050	A:e										
USGS	15266300	2005-03-10	1150	A:e										
USGS	15266300	2005-03-11	1200	A:e										
USGS	15266300	2005-03-12	1250	A:e										
USGS	15266300	2005-03-13	1300	A:e										
USGS	15266300	2005-03-14	1300	A:e										
USGS	15266300	2005-03-15	1300	A:e										
USGS	15266300	2005-03-16	1300	A:e										
USGS	15266300	2005-03-17	1300	A:e										
USGS	15266300	2005-03-18	1350	A:e										
USGS	15266300	2005-03-19	1350	A:e										
USGS	15266300	2005-03-20	1350	A:e										
USGS	15266300	2005-03-21	1350	A:e										
USGS	15266300	2005-03-22	1350	A:e										
USGS	15266300	2005-03-23	1350	A:e										
USGS	15266300	2005-03-24	1350	A:e										
USGS	15266300	2005-03-25	1350	A:e										
USGS	15266300	2005-03-26	1350	A:e										
USGS	15266300	2005-03-27	1350	A:e										
USGS	15266300	2005-03-28	1350	A:e										
USGS	15266300	2005-03-29	1370	A										
USGS	15266300	2005-03-30	1390	A										
USGS	15266300	2005-03-31	1410	A										
USGS	15266300	2005-04-01	1350	A										
USGS	15266300	2005-04-02	1340	A										
USGS	15266300	2005-04-03	1310	A										
USGS	15266300	2005-04-04	1310	A										
USGS	15266300	2005-04-05	1380	A										
USGS	15266300	2005-04-06	1470	A										
USGS	15266300	2005-04-07	1530	A										
USGS	15266300	2005-04-08	1560	A										
USGS	15266300	2005-04-09	1630	A										
USGS	15266300	2005-04-10	1620	A										
USGS	15266300	2005-04-11	1610	A										
USGS	15266300	2005-04-12	1630	A										
USGS	15266300	2005-04-13	1660	A										
USGS	15266300	2005-04-14	1650	A										
USGS	15266300	2005-04-15	1660	A										
USGS	15266300	2005-04-16	1650	A										
USGS	15266300	2005-04-17	1640	A										
USGS	15266300	2005-04-18	1580	A										
USGS	15266300	2005-04-19	1600	A										
USGS	15266300	2005-04-20	1670	A										
USGS	15266300	2005-04-21	1700	A										
USGS	15266300	2005-04-22	1850	A										
USGS	15266300	2005-04-23	1860	A										
USGS	15266300	2005-04-24	1960	A										
USGS	15266300	2005-04-25	2080	A										
USGS	15266300	2005-04-26	2080	A										
USGS	15266300	2005-04-27	2160	A										
USGS	15266300	2005-04-28	2280	A										
USGS	15266300	2005-04-29	2450	A										
USGS	15266300	2005-04-30	2730	A										
USGS	15266300	2005-05-01	2870	A										
USGS	15266300	2005-05-02	2950	A										
USGS	15266300	2005-05-03	2990	A										
USGS	15266300	2005-05-04	3030	A										
USGS	15266300	2005-05-05	3180	A										
USGS	15266300	2005-05-06	3380	A										
USGS	15266300	2005-05-07	3400	A										
USGS	15266300	2005-05-08	3540	A										
USGS	15266300	2005-05-09	3740	A										
USGS	15266300	2005-05-10	3890	A										
USGS	15266300	2005-05-11	4050	A										
USGS	15266300	2005-05-12	4190	A										
USGS	15266300	2005-05-13	4490	A										
USGS	15266300	2005-05-14	4820	A										
USGS	15266300	2005-05-15	5130	A										
USGS	15266300	2005-05-16	5430	A										
USGS	15266300	2005-05-17	5690	A										
USGS	15266300	2005-05-18	5990	A										
USGS	15266300	2005-05-19	6250	A										
USGS	15266300	2005-05-20	6480	A										
USGS	15266300	2005-05-21	6670	A										
USGS	15266300	2005-05-22	6900	A										
USGS	15266300	2005-05-23	7100	A										
USGS	15266300	2005-05-24	7280	A										
USGS	15266300	2005-05-25	7450	A										
USGS	15266300	2005-05-26	7610	A										
USGS	15266300	2005-05-27	7900	A										
USGS	15266300	2005-05-28	8270	A										
USGS	15266300	2005-05-29	8500	A										
USGS	15266300	2005-05-30	8660	A										
USGS	15266300	2005-05-31	8760	A										
USGS	15266300	2005-06-01	9040	A										
USGS	15266300	2005-06-02	9350	A										
USGS	15266300	2005-06-03	9430	A										
USGS	15266300	2005-06-04	9400	A										
USGS	15266300	2005-06-05	9370	A										
USGS	15266300	2005-06-06	9450	A										
USGS	15266300	2005-06-07	9560	A										
USGS	15266300	2005-06-08	9720	A										
USGS	15266300	2005-06-09	9930	A										
USGS	15266300	2005-06-10	10100	A										
USGS	15266300	2005-06-11	10200	A										
USGS	15266300	2005-06-12	10400	A										
USGS	15266300	2005-06-13	10600	A										
USGS	15266300	2005-06-14	10900	A										
USGS	15266300	2005-06-15	11100	A										
USGS	15266300	2005-06-16	11400	A										
USGS	15266300	2005-06-17	11600	A										
USGS	15266300	2005-06-18	12100	A										
USGS	15266300	2005-06-19	12900	A										
USGS	15266300	2005-06-20	13000	A										
USGS	15266300	2005-06-21	13000	A										
USGS	15266300	2005-06-22	13000	A										
USGS	15266300	2005-06-23	13000	A										
USGS	15266300	2005-06-24	12900	A										
USGS	15266300	2005-06-25	12700	A										
USGS	15266300	2005-06-26	12600	A										
USGS	15266300	2005-06-27	12600	A										
USGS	15266300	2005-06-28	12700	A										
USGS	15266300	2005-06-29	12600	A										
USGS	15266300	2005-06-30	12600	A										
USGS	15266300	2005-07-01	12700	A										
USGS	15266300	2005-07-02	12800	A										
USGS	15266300	2005-07-03	12800	A										
USGS	15266300	2005-07-04	12800	A										
USGS	15266300	2005-07-05	12800	A										
USGS	15266300	2005-07-06	12900	A										
USGS	15266300	2005-07-07	13100	A										
USGS	15266300	2005-07-08	13000	A										
USGS	15266300	2005-07-09	13100	A										
USGS	15266300	2005-07-10	13200	A										
USGS	15266300	2005-07-11	13200	A										
USGS	15266300	2005-07-12	13400	A										
USGS	15266300	2005-07-13	13900	A										
USGS	15266300	2005-07-14	14000	A										
USGS	15266300	2005-07-15	13900	A										
USGS	15266300	2005-07-16	14100	A										
USGS	15266300	2005-07-17	14400	A										
USGS	15266300	2005-07-18	14300	A										
USGS	15266300	2005-07-19	14400	A										
USGS	15266300	2005-07-20	14700	A										
USGS	15266300	2005-07-21	14500	A										
USGS	15266300	2005-07-22	14700	A										
USGS	15266300	2005-07-23	14400	A										
USGS	15266300	2005-07-24	14300	A										
USGS	15266300	2005-07-25	14400	A										
USGS	15266300	2005-07-26	14400	A										
USGS	15266300	2005-07-27	14500	A										
USGS	15266300	2005-07-28	14500	A										
USGS	15266300	2005-07-29	14400	A										
USGS	15266300	2005-07-30	14300	A										
USGS	15266300	2005-07-31	14200	A										
USGS	15266300	2005-08-01	14000	A										
USGS	15266300	2005-08-02	13900	A										
USGS	15266300	2005-08-03	13800	A										
USGS	15266300	2005-08-04	13700	A										
USGS	15266300	2005-08-05	13500	A										
USGS	15266300	2005-08-06	13300	A										
USGS	15266300	2005-08-07	13200	A										
USGS	15266300	2005-08-08	13200	A										
USGS	15266300	2005-08-09	13200	A										
USGS	15266300	2005-08-10	13100	A										
USGS	15266300	2005-08-11	13200	A										
USGS	15266300	2005-08-12	13200	A										
USGS	15266300	2005-08-13	13100	A										
USGS	15266300	2005-08-14	13100	A										
USGS	15266300	2005-08-15	13000	A										
USGS	15266300	2005-08-16	13000	A										
USGS	15266300	2005-08-17	13100	A										
USGS	15266300	2005-08-18	13100	A										
USGS	15266300	2005-08-19	12700	A										
USGS	15266300	2005-08-20	12400	A										
USGS	15266300	2005-08-21	12500	A										
USGS	15266300	2005-08-22	12300	A										
USGS	15266300	2005-08-23	12600	A										
USGS	15266300	2005-08-24	12400	A										
USGS	15266300	2005-08-25	12200	A										
USGS	15266300	2005-08-26	12000	A										
USGS	15266300	2005-08-27	11900	A										
USGS	15266300	2005-08-28	11800	A										
USGS	15266300	2005-08-29	11700	A										
USGS	15266300	2005-08-30	11200	A										
USGS	15266300	2005-08-31	10800	A										
USGS	15266300	2005-09-01	10300	A										
USGS	15266300	2005-09-02	10000	A										
USGS	15266300	2005-09-03	9860	A										
USGS	15266300	2005-09-04	9960	A										
USGS	15266300	2005-09-05	9930	A										
USGS	15266300	2005-09-06	10000	A										
USGS	15266300	2005-09-07	10100	A										
USGS	15266300	2005-09-08	10000	A										
USGS	15266300	2005-09-09	10400	A										
USGS	15266300	2005-09-10	11000	A										
USGS	15266300	2005-09-11	11200	A										
USGS	15266300	2005-09-12	11500	A										
USGS	15266300	2005-09-13	11400	A										
USGS	15266300	2005-09-14	11200	A										
USGS	15266300	2005-09-15	11100	A										
USGS	15266300	2005-09-16	11300	A										
USGS	15266300	2005-09-17	11400	A										
USGS	15266300	2005-09-18	11200	A										
USGS	15266300	2005-09-19	11000	A										
USGS	15266300	2005-09-20	10600	A										
USGS	15266300	2005-09-21	10400	A										
USGS	15266300	2005-09-22	10400	A										
USGS	15266300	2005-09-23	10400	A										
USGS	15266300	2005-09-24	10300	A										
USGS	15266300	2005-09-25	10100	A										
USGS	15266300	2005-09-26	9830	A										
USGS	15266300	2005-09-27	9820	A										
USGS	15266300	2005-09-28	9820	A										
USGS	15266300	2005-09-29	9480	A										
USGS	15266300	2005-09-30	9240	A										
USGS	15266300	2005-10-01	8990	A										
USGS	15266300	2005-10-02	8760	A										
USGS	15266300	2005-10-03	8450	A										
USGS	15266300	2005-10-04	8210	A										
USGS	15266300	2005-10-05	7880	A										
USGS	15266300	2005-10-06	7430	A										
USGS	15266300	2005-10-07	7220	A										
USGS	15266300	2005-10-08	6890	A										
USGS	15266300	2005-10-09	6640	A										
USGS	15266300	2005-10-10	6440	A										
USGS	15266300	2005-10-11	6070	A										
USGS	15266300	2005-10-12	5880	A										
USGS	15266300	2005-10-13	5420	A										
USGS	15266300	2005-10-14	5180	A										
USGS	15266300	2005-10-15	4950	A										
USGS	15266300	2005-10-16	4720	A										
USGS	15266300	2005-10-17	4780	A										
USGS	15266300	2005-10-18	4720	A										
USGS	15266300	2005-10-19	4530	A										
USGS	15266300	2005-10-20	4500	A										
USGS	15266300	2005-10-21	4300	A										
USGS	15266300	2005-10-22	4290	A										
USGS	15266300	2005-10-23	4300	A										
USGS	15266300	2005-10-24	4220	A										
USGS	15266300	2005-10-25	4120	A										
USGS	15266300	2005-10-26	3910	A										
USGS	15266300	2005-10-27	3880	A										
USGS	15266300	2005-10-28	3970	A										
USGS	15266300	2005-10-29	4000	A										
USGS	15266300	2005-10-30	4280	A										
USGS	15266300	2005-10-31	4920	A										
USGS	15266300	2005-11-01	5700	A										
USGS	15266300	2005-11-02	6280	A										
USGS	15266300	2005-11-03	6450	A										
USGS	15266300	2005-11-04	6370	A										
USGS	15266300	2005-11-05	6130	A										
USGS	15266300	2005-11-06	5960	A										
USGS	15266300	2005-11-07	5690	A										
USGS	15266300	2005-11-08	5370	A										
USGS	15266300	2005-11-09	5070	A										
USGS	15266300	2005-11-10	4660	A										
USGS	15266300	2005-11-11	4340	A										
USGS	15266300	2005-11-12	4110	A										
USGS	15266300	2005-11-13	3890	A										
USGS	15266300	2005-11-14	3710	A										
USGS	15266300	2005-11-15	3610	A										
USGS	15266300	2005-11-16	3540	A										
USGS	15266300	2005-11-17	3460	A										
USGS	15266300	2005-11-18	3430	A										
USGS	15266300	2005-11-19	3220	A										
USGS	15266300	2005-11-20	3080	A										
USGS	15266300	2005-11-21	2970	A										
USGS	15266300	2005-11-22	2880	A										
USGS	15266300	2005-11-23	2800	A										
USGS	15266300	2005-11-24	2690	A										
USGS	15266300	2005-11-25	2590	A										
USGS	15266300	2005-11-26	2500	A:e										
USGS	15266300	2005-11-27	2450	A:e										
USGS	15266300	2005-11-28	2400	A:e										
USGS	15266300	2005-11-29	2300	A:e										
USGS	15266300	2005-11-30	2200	A:e										
USGS	15266300	2005-12-01	2100	A:e										
USGS	15266300	2005-12-02	2000	A:e										
USGS	15266300	2005-12-03	1900	A:e										
USGS	15266300	2005-12-04	1800	A:e										
USGS	15266300	2005-12-05	1750	A:e										
USGS	15266300	2005-12-06	1800	A:e										
USGS	15266300	2005-12-07	2000	A:e										
USGS	15266300	2005-12-08	2100	A:e										
USGS	15266300	2005-12-09	2000	A:e										
USGS	15266300	2005-12-10	1950	A										
USGS	15266300	2005-12-11	1930	A										
USGS	15266300	2005-12-12	1910	A										
USGS	15266300	2005-12-13	1940	A										
USGS	15266300	2005-12-14	1870	A										
USGS	15266300	2005-12-15	1930	A										
USGS	15266300	2005-12-16	2190	A										
USGS	15266300	2005-12-17	2400	A										
USGS	15266300	2005-12-18	2760	A										
USGS	15266300	2005-12-19	2710	A										
USGS	15266300	2005-12-20	2670	A										
USGS	15266300	2005-12-21	2720	A										
USGS	15266300	2005-12-22	2830	A										
USGS	15266300	2005-12-23	2920	A										
USGS	15266300	2005-12-24	2980	A										
USGS	15266300	2005-12-25	2990	A										
USGS	15266300	2005-12-26	3010	A										
USGS	15266300	2005-12-27	2980	A										
USGS	15266300	2005-12-28	2990	A										
USGS	15266300	2005-12-29	3050	A										
USGS	15266300	2005-12-30	3080	A										
USGS	15266300	2005-12-31	3000	A										
USGS	15266300	2006-01-01	2840	A										
USGS	15266300	2006-01-02	2790	A										
USGS	15266300	2006-01-03	2760	A										
USGS	15266300	2006-01-04	2770	A										
USGS	15266300	2006-01-05	2750	A:e										
USGS	15266300	2006-01-06	2700	A:e										
USGS	15266300	2006-01-07	2660	A										
USGS	15266300	2006-01-08	2600	A:e										
USGS	15266300	2006-01-09	2530	A										
USGS	15266300	2006-01-10	2500	A:e										
USGS	15266300	2006-01-11	2480	A:e										
USGS	15266300	2006-01-12	2450	A:e										
USGS	15266300	2006-01-13	2420	A:e										
USGS	15266300	2006-01-14	2400	A:e										
USGS	15266300	2006-01-15	2360	A:e										
USGS	15266300	2006-01-16	2320	A:e										
USGS	15266300	2006-01-17	2280	A:e										
USGS	15266300	2006-01-18	2240	A:e										
USGS	15266300	2006-01-19	2200	A:e										
USGS	15266300	2006-01-20	2160	A:e										
USGS	15266300	2006-01-21	2120	A:e										
USGS	15266300	2006-01-22	2080	A:e										
USGS	15266300	2006-01-23	2040	A:e										
USGS	15266300	2006-01-24	2000	A:e										
USGS	15266300	2006-01-25	1960	A:e										
USGS	15266300	2006-01-26	1920	A:e										
USGS	15266300	2006-01-27	1880	A:e										
USGS	15266300	2006-01-28	1840	A:e										
USGS	15266300	2006-01-29	1800	A:e										
USGS	15266300	2006-01-30	1760	A:e										
USGS	15266300	2006-01-31	1720	A:e										
USGS	15266300	2006-02-01	1680	A:e										
USGS	15266300	2006-02-02	1640	A:e										
USGS	15266300	2006-02-03	1600	A:e										
USGS	15266300	2006-02-04	1560	A:e										
USGS	15266300	2006-02-05	1520	A:e										
USGS	15266300	2006-02-06	1510	A:e										
USGS	15266300	2006-02-07	1500	A:e										
USGS	15266300	2006-02-08	1480	A:e										
USGS	15266300	2006-02-09	1460	A:e										
USGS	15266300	2006-02-10	1450	A:e										
USGS	15266300	2006-02-11	1490	A:e										
USGS	15266300	2006-02-12	1530	A:e										
USGS	15266300	2006-02-13	1570	A:e										
USGS	15266300	2006-02-14	1610	A:e										
USGS	15266300	2006-02-15	1650	A:e										
USGS	15266300	2006-02-16	1620	A:e										
USGS	15266300	2006-02-17	1590	A:e										
USGS	15266300	2006-02-18	1560	A:e										
USGS	15266300	2006-02-19	1530	A:e										
USGS	15266300	2006-02-20	1500	A:e										
USGS	15266300	2006-02-21	1470	A:e										
USGS	15266300	2006-02-22	1440	A:e										
USGS	15266300	2006-02-23	1410	A:e										
USGS	15266300	2006-02-24	1390	A:e										
USGS	15266300	2006-02-25	1370	A:e										
USGS	15266300	2006-02-26	1350	A:e										
USGS	15266300	2006-02-27	1330	A:e										
USGS	15266300	2006-02-28	1300	A:e										
USGS	15266300	2006-03-01	1270	A:e										
USGS	15266300	2006-03-02	1250	A:e										
USGS	15266300	2006-03-03	1230	A:e										
USGS	15266300	2006-03-04	1210	A:e										
USGS	15266300	2006-03-05	1190	A:e										
USGS	15266300	2006-03-06	1170	A:e										
USGS	15266300	2006-03-07	1150	A:e										
USGS	15266300	2006-03-08	1130	A:e										
USGS	15266300	2006-03-09	1110	A:e										
USGS	15266300	2006-03-10	1100	A:e										
USGS	15266300	2006-03-11	1090	A:e										
USGS	15266300	2006-03-12	1080	A:e										
USGS	15266300	2006-03-13	1070	A:e										
USGS	15266300	2006-03-14	1060	A:e										
USGS	15266300	2006-03-15	1050	A:e										
USGS	15266300	2006-03-16	1040	A:e										
USGS	15266300	2006-03-17	1030	A:e										
USGS	15266300	2006-03-18	1020	A:e										
USGS	15266300	2006-03-19	1010	A:e										
USGS	15266300	2006-03-20	1000	A:e										
USGS	15266300	2006-03-21	1000	A:e										
USGS	15266300	2006-03-22	1000	A:e										
USGS	15266300	2006-03-23	1000	A:e										
USGS	15266300	2006-03-24	1000	A:e										
USGS	15266300	2006-03-25	1000	A:e										
USGS	15266300	2006-03-26	1000	A:e										
USGS	15266300	2006-03-27	1000	A:e										
USGS	15266300	2006-03-28	1000	A:e										
USGS	15266300	2006-03-29	1000	A:e										
USGS	15266300	2006-03-30	1000	A:e										
USGS	15266300	2006-03-31	1000	A:e										
USGS	15266300	2006-04-01	1000	A:e										
USGS	15266300	2006-04-02	1010	A:e										
USGS	15266300	2006-04-03	1000	A:e										
USGS	15266300	2006-04-04	1000	A:e										
USGS	15266300	2006-04-05	1010	A:e										
USGS	15266300	2006-04-06	1030	A:e										
USGS	15266300	2006-04-07	1030	A:e										
USGS	15266300	2006-04-08	1030	A:e										
USGS	15266300	2006-04-09	1040	A:e										
USGS	15266300	2006-04-10	1050	A:e										
USGS	15266300	2006-04-11	1060	A:e										
USGS	15266300	2006-04-12	1060	A:e										
USGS	15266300	2006-04-13	1060	A:e										
USGS	15266300	2006-04-14	1060	A:e										
USGS	15266300	2006-04-15	1060	A:e										
USGS	15266300	2006-04-16	1050	A:e										
USGS	15266300	2006-04-17	1040	A:e										
USGS	15266300	2006-04-18	1040	A:e										
USGS	15266300	2006-04-19	1030	A:e										
USGS	15266300	2006-04-20	1040	A:e										
USGS	15266300	2006-04-21	1040	A:e										
USGS	15266300	2006-04-22	1060	A:e										
USGS	15266300	2006-04-23	1080	A:e										
USGS	15266300	2006-04-24	1100	A:e										
USGS	15266300	2006-04-25	1120	A:e										
USGS	15266300	2006-04-26	1140	A:e										
USGS	15266300	2006-04-27	1170	A:e										
USGS	15266300	2006-04-28	1200	A:e										
USGS	15266300	2006-04-29	1220	A:e										
USGS	15266300	2006-04-30	1250	A:e										
USGS	15266300	2006-05-01	1280	A:e										
USGS	15266300	2006-05-02	1300	A:e										
USGS	15266300	2006-05-03	1350	A:e										
USGS	15266300	2006-05-04	1400	A:e										
USGS	15266300	2006-05-05	1500	A:e										
USGS	15266300	2006-05-06	1600	A:e										
USGS	15266300	2006-05-07	1570	A:e										
USGS	15266300	2006-05-08	1590	A										
USGS	15266300	2006-05-09	1640	A										
USGS	15266300	2006-05-10	1660	A										
USGS	15266300	2006-05-11	1670	A										
USGS	15266300	2006-05-12	1700	A										
USGS	15266300	2006-05-13	1770	A										
USGS	15266300	2006-05-14	1830	A										
USGS	15266300	2006-05-15	1920	A										
USGS	15266300	2006-05-16	2040	A										
USGS	15266300	2006-05-17	2090	A										
USGS	15266300	2006-05-18	2170	A										
USGS	15266300	2006-05-19	2230	A										
USGS	15266300	2006-05-20	2420	A										
USGS	15266300	2006-05-21	2540	A										
USGS	15266300	2006-05-22	2620	A										
USGS	15266300	2006-05-23	2810	A										
USGS	15266300	2006-05-24	3040	A										
USGS	15266300	2006-05-25	3410	A										
USGS	15266300	2006-05-26	3820	A										
USGS	15266300	2006-05-27	4300	A										
USGS	15266300	2006-05-28	4800	A										
USGS	15266300	2006-05-29	5340	A										
USGS	15266300	2006-05-30	5730	A										
USGS	15266300	2006-05-31	6240	A										
USGS	15266300	2006-06-01	6670	A										
USGS	15266300	2006-06-02	7060	A										
USGS	15266300	2006-06-03	7500	A										
USGS	15266300	2006-06-04	7670	A										
USGS	15266300	2006-06-05	7900	A										
USGS	15266300	2006-06-06	8040	A										
USGS	15266300	2006-06-07	8060	A										
USGS	15266300	2006-06-08	8300	A										
USGS	15266300	2006-06-09	8630	A										
USGS	15266300	2006-06-10	9210	A										
USGS	15266300	2006-06-11	9350	A										
USGS	15266300	2006-06-12	9710	A										
USGS	15266300	2006-06-13	10200	A										
USGS	15266300	2006-06-14	10600	A										
USGS	15266300	2006-06-15	10900	A										
USGS	15266300	2006-06-16	11300	A										
USGS	15266300	2006-06-17	11700	A										
USGS	15266300	2006-06-18	11900	A										
USGS	15266300	2006-06-19	12200	A										
USGS	15266300	2006-06-20	12400	A										
USGS	15266300	2006-06-21	12600	A										
USGS	15266300	2006-06-22	12800	A										
USGS	15266300	2006-06-23	13000	A										
USGS	15266300	2006-06-24	13200	A										
USGS	15266300	2006-06-25	13100	A										
USGS	15266300	2006-06-26	12700	A										
USGS	15266300	2006-06-27	12700	A										
USGS	15266300	2006-06-28	12600	A										
USGS	15266300	2006-06-29	12400	A										
USGS	15266300	2006-06-30	12500	A										
USGS	15266300	2006-07-01	12600	A										
USGS	15266300	2006-07-02	12500	A										
USGS	15266300	2006-07-03	12400	A										
USGS	15266300	2006-07-04	12400	A										
USGS	15266300	2006-07-05	12500	A										
USGS	15266300	2006-07-06	12700	A										
USGS	15266300	2006-07-07	12700	A										
USGS	15266300	2006-07-08	12900	A										
USGS	15266300	2006-07-09	13100	A										
USGS	15266300	2006-07-10	13300	A										
USGS	15266300	2006-07-11	13500	A										
USGS	15266300	2006-07-12	13400	A										
USGS	15266300	2006-07-13	13400	A										
USGS	15266300	2006-07-14	13300	A										
USGS	15266300	2006-07-15	13400	A										
USGS	15266300	2006-07-16	13500	A										
USGS	15266300	2006-07-17	13500	A										
USGS	15266300	2006-07-18	13600	A										
USGS	15266300	2006-07-19	13400	A										
USGS	15266300	2006-07-20	13300	A										
USGS	15266300	2006-07-21	13000	A										
USGS	15266300	2006-07-22	13000	A										
USGS	15266300	2006-07-23	13200	A										
USGS	15266300	2006-07-24	13700	A										
USGS	15266300	2006-07-25	14200	A										
USGS	15266300	2006-07-26	14500	A										
USGS	15266300	2006-07-27	14900	A										
USGS	15266300	2006-07-28	15400	A										
USGS	15266300	2006-07-29	16000	A										
USGS	15266300	2006-07-30	16200	A										
USGS	15266300	2006-07-31	16300	A										
USGS	15266300	2006-08-01	16000	A										
USGS	15266300	2006-08-02	15600	A										
USGS	15266300	2006-08-03	15600	A										
USGS	15266300	2006-08-04	15700	A										
USGS	15266300	2006-08-05	15500	A										
USGS	15266300	2006-08-06	15300	A										
USGS	15266300	2006-08-07	15300	A										
USGS	15266300	2006-08-08	15200	A										
USGS	15266300	2006-08-09	14900	A										
USGS	15266300	2006-08-10	14800	A										
USGS	15266300	2006-08-11	15100	A										
USGS	15266300	2006-08-12	15100	A										
USGS	15266300	2006-08-13	14900	A										
USGS	15266300	2006-08-14	14600	A										
USGS	15266300	2006-08-15	14800	A										
USGS	15266300	2006-08-16	14900	A										
USGS	15266300	2006-08-17	15000	A										
USGS	15266300	2006-08-18	14800	A										
USGS	15266300	2006-08-19	15100	A										
USGS	15266300	2006-08-20	15300	A										
USGS	15266300	2006-08-21	15500	A										
USGS	15266300	2006-08-22	15600	A										
USGS	15266300	2006-08-23	16000	A										
USGS	15266300	2006-08-24	16000	A										
USGS	15266300	2006-08-25	16600	A										
USGS	15266300	2006-08-26	16500	A										
USGS	15266300	2006-08-27	16300	A										
USGS	15266300	2006-08-28	15800	A										
USGS	15266300	2006-08-29	15400	A										
USGS	15266300	2006-08-30	15100	A										
USGS	15266300	2006-08-31	14900	A										
USGS	15266300	2006-09-01	14400	A										
USGS	15266300	2006-09-02	14100	A										
USGS	15266300	2006-09-03	13900	A										
USGS	15266300	2006-09-04	13600	A										
