agency_cd	site_no	datetime	698_00060_00003	698_00060_00003_cd	699_80154_00003	699_80154_00003_cd	700_80155_00003	700_80155_00003_cd	701_00010_00001	701_00010_00001_cd	702_00010_00002	702_00010_00002_cd	703_00010_00003	703_00010_00003_cd
5s	15s	20d	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s
USGS	15266300	2010-05-14	3410	A										
USGS	15266300	2010-05-15	3490	A										
USGS	15266300	2010-05-16	3630	A										
USGS	15266300	2010-05-17	3690	A										
USGS	15266300	2010-05-18	3740	A										
USGS	15266300	2010-05-19	3810	A										
USGS	15266300	2010-05-20	3980	A										
USGS	15266300	2010-05-21	4100	A										
USGS	15266300	2010-05-22	4230	A										
USGS	15266300	2010-05-23	4350	A										
USGS	15266300	2010-05-24	4490	A										
USGS	15266300	2010-05-25	4630	A										
USGS	15266300	2010-05-26	4840	A										
USGS	15266300	2010-05-27	5100	A										
USGS	15266300	2010-05-28	5450	A										
USGS	15266300	2010-05-29	5810	A										
USGS	15266300	2010-05-30	6350	A										
USGS	15266300	2010-05-31	7100	A										
USGS	15266300	2010-06-01	7810	A										
USGS	15266300	2010-06-02	8480	A										
USGS	15266300	2010-06-03	8990	A										
USGS	15266300	2010-06-04	9460	A										
USGS	15266300	2010-06-05	9750	A										
USGS	15266300	2010-06-06	10100	A										
USGS	15266300	2010-06-07	10300	A										
USGS	15266300	2010-06-08	10500	A										
USGS	15266300	2010-06-09	10600	A										
USGS	15266300	2010-06-10	10700	A										
USGS	15266300	2010-06-11	10800	A										
USGS	15266300	2010-06-12	10700	A										
USGS	15266300	2010-06-13	10500	A										
USGS	15266300	2010-06-14	10400	A										
USGS	15266300	2010-06-15	10500	A										
USGS	15266300	2010-06-16	10400	A										
USGS	15266300	2010-06-17	10300	A										
USGS	15266300	2010-06-18	10300	A										
USGS	15266300	2010-06-19	10200	A										
USGS	15266300	2010-06-20	10100	A										
USGS	15266300	2010-06-21	9980	A										
USGS	15266300	2010-06-22	9990	A										
USGS	15266300	2010-06-23	10100	A										
USGS	15266300	2010-06-24	10200	A										
USGS	15266300	2010-06-25	10300	A										
USGS	15266300	2010-06-26	10400	A										
USGS	15266300	2010-06-27	10500	A										
USGS	15266300	2010-06-28	10600	A										
USGS	15266300	2010-06-29	10800	A										
USGS	15266300	2010-06-30	11000	A										
USGS	15266300	2010-07-01	11100	A										
USGS	15266300	2010-07-02	11100	A										
USGS	15266300	2010-07-03	11100	A										
USGS	15266300	2010-07-04	11100	A										
USGS	15266300	2010-07-05	11300	A										
USGS	15266300	2010-07-06	11700	A										
USGS	15266300	2010-07-07	12000	A										
USGS	15266300	2010-07-08	12500	A										
USGS	15266300	2010-07-09	13400	A										
USGS	15266300	2010-07-10	13700	A										
USGS	15266300	2010-07-11	13900	A										
USGS	15266300	2010-07-12	14200	A										
USGS	15266300	2010-07-13	14800	A										
USGS	15266300	2010-07-14	15500	A										
USGS	15266300	2010-07-15	15600	A										
USGS	15266300	2010-07-16	15700	A										
USGS	15266300	2010-07-17	15600	A										
USGS	15266300	2010-07-18	15600	A										
USGS	15266300	2010-07-19	15600	A										
USGS	15266300	2010-07-20	15600	A										
USGS	15266300	2010-07-21	15600	A										
USGS	15266300	2010-07-22	15400	A										
USGS	15266300	2010-07-23	15000	A										
USGS	15266300	2010-07-24	14600	A										
USGS	15266300	2010-07-25	14600	A										
USGS	15266300	2010-07-26	14700	A										
USGS	15266300	2010-07-27	14900	A										
USGS	15266300	2010-07-28	14700	A										
USGS	15266300	2010-07-29	14600	A										
USGS	15266300	2010-07-30	14700	A										
USGS	15266300	2010-07-31	15200	A										
USGS	15266300	2010-08-01	15300	A										
USGS	15266300	2010-08-02	15200	A										
USGS	15266300	2010-08-03	15100	A										
USGS	15266300	2010-08-04	15400	A										
USGS	15266300	2010-08-05	16000	A										
USGS	15266300	2010-08-06	16000	A										
USGS	15266300	2010-08-07	16100	A										
USGS	15266300	2010-08-08	16100	A										
USGS	15266300	2010-08-09	16000	A										
USGS	15266300	2010-08-10	15900	A										
USGS	15266300	2010-08-11	15800	A										
USGS	15266300	2010-08-12	15500	A										
USGS	15266300	2010-08-13	15300	A										
USGS	15266300	2010-08-14	15300	A										
USGS	15266300	2010-08-15	15500	A										
USGS	15266300	2010-08-16	15800	A										
USGS	15266300	2010-08-17	16000	A										
USGS	15266300	2010-08-18	15800	A										
USGS	15266300	2010-08-19	15600	A										
USGS	15266300	2010-08-20	15200	A										
USGS	15266300	2010-08-21	14700	A										
USGS	15266300	2010-08-22	14100	A										
USGS	15266300	2010-08-23	13500	A										
USGS	15266300	2010-08-24	12900	A										
USGS	15266300	2010-08-25	12300	A										
USGS	15266300	2010-08-26	11800	A										
USGS	15266300	2010-08-27	11300	A										
USGS	15266300	2010-08-28	11000	A										
USGS	15266300	2010-08-29	10700	A										
USGS	15266300	2010-08-30	10400	A										
USGS	15266300	2010-08-31	10100	A										
USGS	15266300	2010-09-01	9870	A										
USGS	15266300	2010-09-02	9680	A										
USGS	15266300	2010-09-03	9420	A										
USGS	15266300	2010-09-04	9190	A										
USGS	15266300	2010-09-05	9280	A										
USGS	15266300	2010-09-06	9220	A										
USGS	15266300	2010-09-07	9230	A										
USGS	15266300	2010-09-08	9600	A										
USGS	15266300	2010-09-09	9440	A										
USGS	15266300	2010-09-10	9450	A										
USGS	15266300	2010-09-11	9320	A										
USGS	15266300	2010-09-12	9150	A										
USGS	15266300	2010-09-13	8980	A										
USGS	15266300	2010-09-14	8750	A										
USGS	15266300	2010-09-15	8480	A										
USGS	15266300	2010-09-16	8200	A										
USGS	15266300	2010-09-17	7890	A										
USGS	15266300	2010-09-18	7610	A										
USGS	15266300	2010-09-19	7310	A										
USGS	15266300	2010-09-20	7070	A										
USGS	15266300	2010-09-21	6830	A										
USGS	15266300	2010-09-22	6580	A										
USGS	15266300	2010-09-23	6340	A										
USGS	15266300	2010-09-24	6050	A										
USGS	15266300	2010-09-25	5760	A										
USGS	15266300	2010-09-26	5470	A										
USGS	15266300	2010-09-27	5190	A										
USGS	15266300	2010-09-28	4920	A										
USGS	15266300	2010-09-29	4700	A										
USGS	15266300	2010-09-30	4610	A										
USGS	15266300	2010-10-01	4550	A										
USGS	15266300	2010-10-02	5880	A										
USGS	15266300	2010-10-03	6810	A										
USGS	15266300	2010-10-04	7450	A										
USGS	15266300	2010-10-05	7970	A										
USGS	15266300	2010-10-06	8500	A										
USGS	15266300	2010-10-07	8800	A										
USGS	15266300	2010-10-08	8880	A										
USGS	15266300	2010-10-09	8760	A										
USGS	15266300	2010-10-10	8510	A										
USGS	15266300	2010-10-11	8210	A										
USGS	15266300	2010-10-12	7890	A										
USGS	15266300	2010-10-13	7490	A										
USGS	15266300	2010-10-14	7080	A										
USGS	15266300	2010-10-15	6700	A										
USGS	15266300	2010-10-16	6370	A										
USGS	15266300	2010-10-17	6150	A										
USGS	15266300	2010-10-18	5800	A										
USGS	15266300	2010-10-19	5530	A										
USGS	15266300	2010-10-20	5270	A										
USGS	15266300	2010-10-21	5080	A										
USGS	15266300	2010-10-22	4770	A										
USGS	15266300	2010-10-23	4540	A										
USGS	15266300	2010-10-24	4300	A										
USGS	15266300	2010-10-25	4140	A										
USGS	15266300	2010-10-26	3980	A										
USGS	15266300	2010-10-27	3840	A										
USGS	15266300	2010-10-28	3770	A										
USGS	15266300	2010-10-29	3590	A										
USGS	15266300	2010-10-30	3420	A										
USGS	15266300	2010-10-31	3280	A										
USGS	15266300	2010-11-01	3230	A										
USGS	15266300	2010-11-02	3210	A										
USGS	15266300	2010-11-03	3170	A										
USGS	15266300	2010-11-04	3120	A										
USGS	15266300	2010-11-05	3060	A										
USGS	15266300	2010-11-06	3060	A										
USGS	15266300	2010-11-07	3040	A										
USGS	15266300	2010-11-08	3010	A										
USGS	15266300	2010-11-09	2930	A										
USGS	15266300	2010-11-10	2840	A										
USGS	15266300	2010-11-11	2850	A										
USGS	15266300	2010-11-12	2820	A										
USGS	15266300	2010-11-13	2800	A										
USGS	15266300	2010-11-14	2760	A										
USGS	15266300	2010-11-15	2670	A										
USGS	15266300	2010-11-16	2580	A										
USGS	15266300	2010-11-17	2480	A										
USGS	15266300	2010-11-18	2400	A:e										
USGS	15266300	2010-11-19	2350	A:e										
USGS	15266300	2010-11-20	2320	A:e										
USGS	15266300	2010-11-21	2300	A:e										
USGS	15266300	2010-11-22	2260	A										
USGS	15266300	2010-11-23	2310	A										
USGS	15266300	2010-11-24	2400	A										
USGS	15266300	2010-11-25	2480	A										
USGS	15266300	2010-11-26	2410	A										
USGS	15266300	2010-11-27	2350	A										
USGS	15266300	2010-11-28	2330	A										
USGS	15266300	2010-11-29	2340	A:e										
USGS	15266300	2010-11-30	2320	A:e										
USGS	15266300	2010-12-01	2300	A:e										
USGS	15266300	2010-12-02	2270	A:e										
USGS	15266300	2010-12-03	2240	A:e										
USGS	15266300	2010-12-04	2210	A:e										
USGS	15266300	2010-12-05	2180	A:e										
USGS	15266300	2010-12-06	2150	A:e										
USGS	15266300	2010-12-07	2110	A:e										
USGS	15266300	2010-12-08	2050	A:e										
USGS	15266300	2010-12-09	2000	A:e										
USGS	15266300	2010-12-10	1950	A:e										
USGS	15266300	2010-12-11	1900	A:e										
USGS	15266300	2010-12-12	1880	A:e										
USGS	15266300	2010-12-13	1850	A:e										
USGS	15266300	2010-12-14	1820	A:e										
USGS	15266300	2010-12-15	1800	A:e										
USGS	15266300	2010-12-16	1780	A:e										
USGS	15266300	2010-12-17	1760	A:e										
USGS	15266300	2010-12-18	1730	A:e										
USGS	15266300	2010-12-19	1710	A:e										
USGS	15266300	2010-12-20	1700	A:e										
USGS	15266300	2010-12-21	1680	A:e										
USGS	15266300	2010-12-22	1660	A:e										
USGS	15266300	2010-12-23	1640	A:e										
USGS	15266300	2010-12-24	1620	A:e										
USGS	15266300	2010-12-25	1600	A:e										
USGS	15266300	2010-12-26	1580	A:e										
USGS	15266300	2010-12-27	1560	A:e										
USGS	15266300	2010-12-28	1540	A:e										
USGS	15266300	2010-12-29	1520	A:e										
USGS	15266300	2010-12-30	1510	A:e										
USGS	15266300	2010-12-31	1500	A:e										
USGS	15266300	2011-01-01	1510	A:e										
USGS	15266300	2011-01-02	1520	A:e										
USGS	15266300	2011-01-03	1540	A:e										
USGS	15266300	2011-01-04	1550	A:e										
USGS	15266300	2011-01-05	1560	A:e										
USGS	15266300	2011-01-06	1550	A:e										
USGS	15266300	2011-01-07	1540	A:e										
USGS	15266300	2011-01-08	1520	A:e										
USGS	15266300	2011-01-09	1500	A:e										
USGS	15266300	2011-01-10	1480	A:e										
USGS	15266300	2011-01-11	1450	A:e										
USGS	15266300	2011-01-12	1420	A:e										
USGS	15266300	2011-01-13	1400	A:e										
USGS	15266300	2011-01-14	1360	A:e										
USGS	15266300	2011-01-15	1320	A:e										
USGS	15266300	2011-01-16	1300	A:e										
USGS	15266300	2011-01-17	1270	A:e										
USGS	15266300	2011-01-18	1220	A:e										
USGS	15266300	2011-01-19	1180	A:e										
USGS	15266300	2011-01-20	1140	A:e										
USGS	15266300	2011-01-21	1110	A:e										
USGS	15266300	2011-01-22	1100	A:e										
USGS	15266300	2011-01-23	1080	A:e										
USGS	15266300	2011-01-24	1070	A:e										
USGS	15266300	2011-01-25	1060	A:e										
USGS	15266300	2011-01-26	1050	A:e										
USGS	15266300	2011-01-27	1040	A:e										
USGS	15266300	2011-01-28	1030	A:e										
USGS	15266300	2011-01-29	1020	A:e										
USGS	15266300	2011-01-30	1010	A:e										
USGS	15266300	2011-01-31	1010	A:e										
USGS	15266300	2011-02-01	1010	A:e										
USGS	15266300	2011-02-02	1010	A:e										
USGS	15266300	2011-02-03	1010	A:e										
USGS	15266300	2011-02-04	1000	A:e										
USGS	15266300	2011-02-05	1000	A:e										
USGS	15266300	2011-02-06	1000	A:e										
USGS	15266300	2011-02-07	995	A:e										
USGS	15266300	2011-02-08	990	A:e										
USGS	15266300	2011-02-09	985	A:e										
USGS	15266300	2011-02-10	980	A:e										
USGS	15266300	2011-02-11	975	A:e										
USGS	15266300	2011-02-12	970	A:e										
USGS	15266300	2011-02-13	965	A:e										
USGS	15266300	2011-02-14	960	A:e										
USGS	15266300	2011-02-15	950	A:e										
USGS	15266300	2011-02-16	940	A:e										
USGS	15266300	2011-02-17	935	A:e										
USGS	15266300	2011-02-18	930	A:e										
USGS	15266300	2011-02-19	920	A:e										
USGS	15266300	2011-02-20	910	A:e										
USGS	15266300	2011-02-21	900	A:e										
USGS	15266300	2011-02-22	895	A:e										
USGS	15266300	2011-02-23	890	A:e										
USGS	15266300	2011-02-24	885	A:e										
USGS	15266300	2011-02-25	880	A:e										
USGS	15266300	2011-02-26	878	A:e										
USGS	15266300	2011-02-27	874	A:e										
USGS	15266300	2011-02-28	870	A:e										
USGS	15266300	2011-03-01	865	A:e										
USGS	15266300	2011-03-02	860	A:e										
USGS	15266300	2011-03-03	855	A:e										
USGS	15266300	2011-03-04	850	A:e										
USGS	15266300	2011-03-05	845	A:e										
USGS	15266300	2011-03-06	840	A:e										
USGS	15266300	2011-03-07	835	A:e										
USGS	15266300	2011-03-08	830	A:e										
USGS	15266300	2011-03-09	825	A:e										
USGS	15266300	2011-03-10	820	A:e										
USGS	15266300	2011-03-11	815	A:e										
USGS	15266300	2011-03-12	810	A:e										
USGS	15266300	2011-03-13	805	A:e										
USGS	15266300	2011-03-14	800	A:e										
USGS	15266300	2011-03-15	796	A:e										
USGS	15266300	2011-03-16	792	A:e										
USGS	15266300	2011-03-17	786	A:e										
USGS	15266300	2011-03-18	780	A:e										
USGS	15266300	2011-03-19	776	A:e										
USGS	15266300	2011-03-20	772	A:e										
USGS	15266300	2011-03-21	768	A:e										
USGS	15266300	2011-03-22	762	A:e										
USGS	15266300	2011-03-23	756	A:e										
USGS	15266300	2011-03-24	752	A:e										
USGS	15266300	2011-03-25	746	A:e										
USGS	15266300	2011-03-26	744	A:e										
USGS	15266300	2011-03-27	742	A:e										
USGS	15266300	2011-03-28	740	A:e										
USGS	15266300	2011-03-29	739	A:e										
USGS	15266300	2011-03-30	738	A:e										
USGS	15266300	2011-03-31	737	A:e										
USGS	15266300	2011-04-01	735	A:e										
USGS	15266300	2011-04-02	733	A:e										
USGS	15266300	2011-04-03	732	A:e										
USGS	15266300	2011-04-04	731	A:e										
USGS	15266300	2011-04-05	730	A:e										
USGS	15266300	2011-04-06	735	A:e										
USGS	15266300	2011-04-07	750	A:e										
USGS	15266300	2011-04-08	800	A:e										
USGS	15266300	2011-04-09	880	A:e										
USGS	15266300	2011-04-10	990	A:e										
USGS	15266300	2011-04-11	1080	A:e										
USGS	15266300	2011-04-12	1150	A:e										
USGS	15266300	2011-04-13	1220	A:e										
USGS	15266300	2011-04-14	1290	A:e										
USGS	15266300	2011-04-15	1300	A:e										
USGS	15266300	2011-04-16	1310	A										
USGS	15266300	2011-04-17	1330	A										
USGS	15266300	2011-04-18	1370	A										
USGS	15266300	2011-04-19	1410	A										
USGS	15266300	2011-04-20	1390	A										
USGS	15266300	2011-04-21	1370	A										
USGS	15266300	2011-04-22	1410	A										
USGS	15266300	2011-04-23	1370	A										
USGS	15266300	2011-04-24	1360	A										
USGS	15266300	2011-04-25	1450	A										
USGS	15266300	2011-04-26	1520	A										
USGS	15266300	2011-04-27	1570	A										
USGS	15266300	2011-04-28	1570	A										
USGS	15266300	2011-04-29	1610	A										
USGS	15266300	2011-04-30	1580	A										
USGS	15266300	2011-05-01	1570	A										
USGS	15266300	2011-05-02	1570	A										
USGS	15266300	2011-05-03	1590	A										
USGS	15266300	2011-05-04	1590	A										
USGS	15266300	2011-05-05	1640	A										
USGS	15266300	2011-05-06	1660	A										
USGS	15266300	2011-05-07	1690	A										
USGS	15266300	2011-05-08	1730	A										
USGS	15266300	2011-05-09	1780	A										
USGS	15266300	2011-05-10	1810	A										
USGS	15266300	2011-05-11	1850	A										
USGS	15266300	2011-05-12	1870	A										
USGS	15266300	2011-05-13	1920	A										
USGS	15266300	2011-05-14	1980	A										
USGS	15266300	2011-05-15	2060	A										
USGS	15266300	2011-05-16	2080	A										
USGS	15266300	2011-05-17	2090	A										
USGS	15266300	2011-05-18	2130	A										
USGS	15266300	2011-05-19	2200	A										
USGS	15266300	2011-05-20	2340	A										
USGS	15266300	2011-05-21	2440	A										
USGS	15266300	2011-05-22	2460	A										
USGS	15266300	2011-05-23	2600	A										
USGS	15266300	2011-05-24	2670	A										
USGS	15266300	2011-05-25	2760	A										
USGS	15266300	2011-05-26	2900	A										
USGS	15266300	2011-05-27	3090	A										
USGS	15266300	2011-05-28	3400	A										
USGS	15266300	2011-05-29	3650	A										
USGS	15266300	2011-05-30	3870	A										
USGS	15266300	2011-05-31	4250	A										
USGS	15266300	2011-06-01	4690	A										
USGS	15266300	2011-06-02	5230	A										
USGS	15266300	2011-06-03	5560	A										
USGS	15266300	2011-06-04	5930	A										
USGS	15266300	2011-06-05	5990	A										
USGS	15266300	2011-06-06	6240	A										
USGS	15266300	2011-06-07	6520	A										
USGS	15266300	2011-06-08	6730	A										
USGS	15266300	2011-06-09	6860	A										
USGS	15266300	2011-06-10	6940	A										
USGS	15266300	2011-06-11	7070	A										
USGS	15266300	2011-06-12	7160	A										
USGS	15266300	2011-06-13	7160	A										
USGS	15266300	2011-06-14	7270	A										
USGS	15266300	2011-06-15	7490	A										
USGS	15266300	2011-06-16	7660	A										
USGS	15266300	2011-06-17	7580	A										
USGS	15266300	2011-06-18	7510	A										
USGS	15266300	2011-06-19	7530	A										
USGS	15266300	2011-06-20	7640	A										
USGS	15266300	2011-06-21	7720	A										
USGS	15266300	2011-06-22	7710	A										
USGS	15266300	2011-06-23	7700	A										
USGS	15266300	2011-06-24	7690	A										
USGS	15266300	2011-06-25	7830	A										
USGS	15266300	2011-06-26	8170	A										
USGS	15266300	2011-06-27	8480	A										
USGS	15266300	2011-06-28	8650	A										
USGS	15266300	2011-06-29	8660	A										
USGS	15266300	2011-06-30	8740	A										
USGS	15266300	2011-07-01	9000	A										
USGS	15266300	2011-07-02	9290	A										
USGS	15266300	2011-07-03	9680	A										
USGS	15266300	2011-07-04	9860	A										
USGS	15266300	2011-07-05	10100	A										
USGS	15266300	2011-07-06	10600	A										
USGS	15266300	2011-07-07	10800	A										
USGS	15266300	2011-07-08	10900	A										
USGS	15266300	2011-07-09	10900	A										
USGS	15266300	2011-07-10	10900	A										
USGS	15266300	2011-07-11	10800	A										
USGS	15266300	2011-07-12	10800	A										
USGS	15266300	2011-07-13	10800	A										
USGS	15266300	2011-07-14	10800	A										
USGS	15266300	2011-07-15	10900	A										
USGS	15266300	2011-07-16	10900	A										
USGS	15266300	2011-07-17	11100	A										
USGS	15266300	2011-07-18	11300	A										
USGS	15266300	2011-07-19	11400	A										
USGS	15266300	2011-07-20	11500	A										
USGS	15266300	2011-07-21	11600	A										
USGS	15266300	2011-07-22	11700	A										
USGS	15266300	2011-07-23	11900	A										
USGS	15266300	2011-07-24	12000	A										
USGS	15266300	2011-07-25	12100	A										
USGS	15266300	2011-07-26	12100	A										
USGS	15266300	2011-07-27	12100	A										
USGS	15266300	2011-07-28	12000	A										
USGS	15266300	2011-07-29	12000	A										
USGS	15266300	2011-07-30	11800	A										
USGS	15266300	2011-07-31	11700	A										
USGS	15266300	2011-08-01	11800	A										
USGS	15266300	2011-08-02	12100	A										
USGS	15266300	2011-08-03	12600	A										
USGS	15266300	2011-08-04	13100	A										
USGS	15266300	2011-08-05	13600	A										
USGS	15266300	2011-08-06	14200	A										
USGS	15266300	2011-08-07	14700	A										
USGS	15266300	2011-08-08	14900	A										
USGS	15266300	2011-08-09	14800	A										
USGS	15266300	2011-08-10	14400	A										
USGS	15266300	2011-08-11	13800	A										
USGS	15266300	2011-08-12	13300	A										
USGS	15266300	2011-08-13	12900	A										
USGS	15266300	2011-08-14	12500	A										
USGS	15266300	2011-08-15	12300	A										
USGS	15266300	2011-08-16	12100	A										
USGS	15266300	2011-08-17	12000	A										
USGS	15266300	2011-08-18	12000	A										
USGS	15266300	2011-08-19	12200	A										
USGS	15266300	2011-08-20	12500	A										
USGS	15266300	2011-08-21	12600	A										
USGS	15266300	2011-08-22	12800	A										
USGS	15266300	2011-08-23	13200	A										
USGS	15266300	2011-08-24	13500	A										
USGS	15266300	2011-08-25	13400	A										
USGS	15266300	2011-08-26	13300	A										
USGS	15266300	2011-08-27	13100	A										
USGS	15266300	2011-08-28	12900	A										
USGS	15266300	2011-08-29	12500	A										
USGS	15266300	2011-08-30	12300	A										
USGS	15266300	2011-08-31	12200	A										
USGS	15266300	2011-09-01	12400	A										
USGS	15266300	2011-09-02	12200	A										
USGS	15266300	2011-09-03	12100	A										
USGS	15266300	2011-09-04	12000	A										
USGS	15266300	2011-09-05	11900	A										
USGS	15266300	2011-09-06	12000	A										
USGS	15266300	2011-09-07	13400	A										
USGS	15266300	2011-09-08	15200	A										
USGS	15266300	2011-09-09	16500	A										
USGS	15266300	2011-09-10	17200	A										
USGS	15266300	2011-09-11	17400	A										
USGS	15266300	2011-09-12	17200	A										
USGS	15266300	2011-09-13	16800	A										
USGS	15266300	2011-09-14	16500	A										
USGS	15266300	2011-09-15	16200	A										
USGS	15266300	2011-09-16	15900	A										
USGS	15266300	2011-09-17	15500	A										
USGS	15266300	2011-09-18	14900	A										
USGS	15266300	2011-09-19	14200	A										
USGS	15266300	2011-09-20	14300	A										
USGS	15266300	2011-09-21	14800	A										
USGS	15266300	2011-09-22	15000	A										
USGS	15266300	2011-09-23	15000	A										
USGS	15266300	2011-09-24	14900	A										
USGS	15266300	2011-09-25	14600	A										
USGS	15266300	2011-09-26	14000	A										
USGS	15266300	2011-09-27	13400	A										
USGS	15266300	2011-09-28	12800	A										
USGS	15266300	2011-09-29	12100	A										
USGS	15266300	2011-09-30	11500	A										
USGS	15266300	2011-10-01	10900	A										
USGS	15266300	2011-10-02	10900	A										
USGS	15266300	2011-10-03	11600	A										
USGS	15266300	2011-10-04	11600	A										
USGS	15266300	2011-10-05	11600	A										
USGS	15266300	2011-10-06	11800	A										
USGS	15266300	2011-10-07	11900	A										
USGS	15266300	2011-10-08	12200	A										
USGS	15266300	2011-10-09	12700	A										
USGS	15266300	2011-10-10	13500	A										
USGS	15266300	2011-10-11	14700	A										
USGS	15266300	2011-10-12	16700	A										
USGS	15266300	2011-10-13	16900	A										
USGS	15266300	2011-10-14	15200	A										
USGS	15266300	2011-10-15	13100	A										
USGS	15266300	2011-10-16	11500	A										
USGS	15266300	2011-10-17	10300	A										
USGS	15266300	2011-10-18	9170	A										
USGS	15266300	2011-10-19	8250	A										
USGS	15266300	2011-10-20	7450	A										
USGS	15266300	2011-10-21	6860	A										
USGS	15266300	2011-10-22	6340	A										
USGS	15266300	2011-10-23	5890	A										
USGS	15266300	2011-10-24	5550	A										
USGS	15266300	2011-10-25	5570	A										
USGS	15266300	2011-10-26	5920	A										
USGS	15266300	2011-10-27	5840	A										
USGS	15266300	2011-10-28	5760	A										
USGS	15266300	2011-10-29	5670	A										
USGS	15266300	2011-10-30	5720	A										
USGS	15266300	2011-10-31	5580	A										
USGS	15266300	2011-11-01	5690	A										
USGS	15266300	2011-11-02	5760	A										
USGS	15266300	2011-11-03	6040	A										
USGS	15266300	2011-11-04	6930	A										
USGS	15266300	2011-11-05	7750	A										
USGS	15266300	2011-11-06	8180	A										
USGS	15266300	2011-11-07	8210	A										
USGS	15266300	2011-11-08	7880	A										
USGS	15266300	2011-11-09	7450	A										
USGS	15266300	2011-11-10	7100	A										
USGS	15266300	2011-11-11	6680	A										
USGS	15266300	2011-11-12	6250	A										
USGS	15266300	2011-11-13	5820	A										
USGS	15266300	2011-11-14	5470	A										
USGS	15266300	2011-11-15	5120	A										
USGS	15266300	2011-11-16	4800	A:e										
USGS	15266300	2011-11-17	4600	A:e										
USGS	15266300	2011-11-18	4300	A:e										
USGS	15266300	2011-11-19	4000	A:e										
USGS	15266300	2011-11-20	3800	A:e										
USGS	15266300	2011-11-21	3700	A:e										
USGS	15266300	2011-11-22	3600	A:e										
USGS	15266300	2011-11-23	3500	A:e										
USGS	15266300	2011-11-24	3400	A:e										
USGS	15266300	2011-11-25	3200	A:e										
USGS	15266300	2011-11-26	3000	A:e										
USGS	15266300	2011-11-27	2900	A:e										
USGS	15266300	2011-11-28	2800	A:e										
USGS	15266300	2011-11-29	2700	A:e										
USGS	15266300	2011-11-30	2600	A:e										
USGS	15266300	2011-12-01	2550	A:e										
USGS	15266300	2011-12-02	2500	A:e										
USGS	15266300	2011-12-03	2450	A:e										
USGS	15266300	2011-12-04	2400	A:e										
USGS	15266300	2011-12-05	2350	A:e										
USGS	15266300	2011-12-06	2350	A:e										
USGS	15266300	2011-12-07	2300	A:e										
USGS	15266300	2011-12-08	2300	A:e										
USGS	15266300	2011-12-09	2350	A:e										
USGS	15266300	2011-12-10	2350	A:e										
USGS	15266300	2011-12-11	2360	A:e										
USGS	15266300	2011-12-12	2370	A:e										
USGS	15266300	2011-12-13	2380	A:e										
USGS	15266300	2011-12-14	2400	A:e										
USGS	15266300	2011-12-15	2410	A:e										
USGS	15266300	2011-12-16	2410	A:e										
USGS	15266300	2011-12-17	2420	A:e										
USGS	15266300	2011-12-18	2460	A:e										
USGS	15266300	2011-12-19	2500	A:e										
USGS	15266300	2011-12-20	2450	A:e										
USGS	15266300	2011-12-21	2420	A:e										
USGS	15266300	2011-12-22	2400	A:e										
USGS	15266300	2011-12-23	2370	A:e										
USGS	15266300	2011-12-24	2350	A:e										
USGS	15266300	2011-12-25	2320	A:e										
USGS	15266300	2011-12-26	2300	A:e										
USGS	15266300	2011-12-27	2270	A:e										
USGS	15266300	2011-12-28	2250	A:e										
USGS	15266300	2011-12-29	2220	A:e										
USGS	15266300	2011-12-30	2200	A:e										
USGS	15266300	2011-12-31	2170	A:e										
USGS	15266300	2012-01-01	2150	A:e										
USGS	15266300	2012-01-02	2120	A:e										
USGS	15266300	2012-01-03	2100	A:e										
USGS	15266300	2012-01-04	2060	A:e										
USGS	15266300	2012-01-05	2040	A:e										
USGS	15266300	2012-01-06	2000	A:e										
USGS	15266300	2012-01-07	1990	A:e										
USGS	15266300	2012-01-08	1970	A:e										
USGS	15266300	2012-01-09	1960	A:e										
USGS	15266300	2012-01-10	1940	A:e										
USGS	15266300	2012-01-11	1930	A:e										
USGS	15266300	2012-01-12	1910	A:e										
USGS	15266300	2012-01-13	1900	A:e										
USGS	15266300	2012-01-14	1890	A:e										
USGS	15266300	2012-01-15	1870	A:e										
USGS	15266300	2012-01-16	1860	A:e										
USGS	15266300	2012-01-17	1840	A:e										
USGS	15266300	2012-01-18	1830	A:e										
USGS	15266300	2012-01-19	1810	A:e										
USGS	15266300	2012-01-20	1800	A:e										
USGS	15266300	2012-01-21	1790	A:e										
USGS	15266300	2012-01-22	1770	A:e										
USGS	15266300	2012-01-23	1760	A:e										
USGS	15266300	2012-01-24	1740	A:e										
USGS	15266300	2012-01-25	1730	A:e										
USGS	15266300	2012-01-26	1710	A:e										
USGS	15266300	2012-01-27	1700	A:e										
USGS	15266300	2012-01-28	1690	A:e										
USGS	15266300	2012-01-29	1670	A:e										
USGS	15266300	2012-01-30	1660	A:e										
USGS	15266300	2012-01-31	1640	A:e										
USGS	15266300	2012-02-01	1630	A:e										
USGS	15266300	2012-02-02	1610	A:e										
USGS	15266300	2012-02-03	1600	A:e										
USGS	15266300	2012-02-04	1590	A:e										
USGS	15266300	2012-02-05	1570	A:e										
USGS	15266300	2012-02-06	1560	A:e										
USGS	15266300	2012-02-07	1540	A:e										
USGS	15266300	2012-02-08	1520	A:e										
USGS	15266300	2012-02-09	1510	A:e										
USGS	15266300	2012-02-10	1500	A:e										
USGS	15266300	2012-02-11	1480	A:e										
